rank,rating,date,user,headline,body,helpful_count,images
11,5,2025.06.07,박*배,,,,
12,5,2025.06.06,김*훈,,,,
13,4,2025.06.05,조*희,,,,
14,5,2025.06.05,박*현,,,,
15,5,2025.06.04,노*덕,,,,
16,5,2025.06.01,배*수,,,,
17,5,2025.05.26,김*호,,,,
18,5,2025.05.21,이*욱,,,,
19,5,2025.05.20,오키,,,,
20,4,2025.05.19,방*석,,,,
21,5,2025.05.19,이*환,,,,
22,5,2025.05.18,황*렬,,,,
23,5,2025.05.17,하*대,,,,
24,3,2025.06.29,허*영,,,,
25,3,2025.06.22,조*희,,,,
26,3,2025.06.07,조*제,,,,
27,1,2025.06.27,채*우,,,,
