rank,rating,date,user,headline,body,helpful_count,images
11,5,2023.02.10,노*표,한글 미홈앱 연동 잘 됩니다.,"직구 제품이 물론 더 저렴합니다. 하지만 직구로 사는 경우 미홈앱애서 지역설정을 중국으로 하여야 하는 등 바로 연동하여 쓰기가 쉽진않죠. 그래서 조금은 비싼 쿠팡수입 정발로 구입하였습니다.
제품의 앱연결은 쉬운 편으로 기기 전원연결후 기기추가하면 바로 본제품을 잘 잡고, 인터넷과 연동합니다, 기존에 샤오미 제품을 미홈을 통하여 쓰고 있다면 더 쉬워집니다.
기능은 단순하고, 공기청정기 제품과 UI는 흡사합니다. 집에 화분이 많아 습한편이라 구매했는데, 처음켜니 무려 실내 RH가 85%를 찍네요. 가족이 보고 수영장이냐? 하고 지나갈 정도…
소음은 기대보단 있는 편이네요.
작동 원리가 에어컨과 흡사해서 인듯합니다. 기능은 잘 작동하는 듯… 글쓰는 동안 5%의 습도가 낮아집니다.",137.0,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202302/10/8792245454171805373/4794a050-7714-4a6e-a70a-1613028e793a.jpg
12,5,2023.05.30,침착걸,깔끔한 제습기,"상품 디자인이 현재 시중 제습기 중에 가장 깔끔했고 가격도 합리적이어서 골랐는데 정말 만족합니다! 공기 질이 달라지네요 왜 이제야 샀을까 후회돼요. 장마철 잘 날 수 있을 것 같아요.
다만 여러 리뷰에서 언급된 것처럼, 귀뚜라미 소리같은 고주파 음이 납니다! 소음에 민감하신 분들은 주의하셔야 할 것 같아요
제습기 + 에어컨으로 최적의 공기 질을 유지하게 되었습니다.. ㅎㅎ 전 정말 대만족입니다",29.0,"https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202305/30/5297157055936914365/ee168812-042b-4af8-9926-0859e811485b.jpg,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202305/30/5297157055936914365/2dc51b74-c0ef-44d2-9d66-3a923911c229.jpg"
13,5,2023.04.25,달그랑,고민은 배송을 늦출 뿐!,"샤오미는 보조배터리 말고 써본적이 없어서 구매하고 받아보기 전까지 의구심이 들었어요.
제습기 구매할 때 아래 4가지를 중점적으로 보고 구매했는데, 사용해보니 고민이 무색하게 매우 만족스럽네요 :-)
1. 소음 : 조용합니다. 원룸에서 사용중인데 간혹 돌아가는 냉장고 소리보다 훨~씬 조용해요.
2. 연속배수 가능여부 : 한여름 습기가 가득한 날엔 금방차는 물통 비우기가 생각보다 귀찮아요. 그래서 연속 배수 가능한 호스가 있는게 맘에 듭니다.
3. 물통 용량 : 4.5L 로 충분합니다.
4. 디자인 : 군더더기 없이 깔끔한 원통형 디자인에 이동식 바퀴가 달려서 편해요.",17.0,
14,5,2024.07.29,아힌,만족,"[230729 / 299,-구매]
1. MiHome 연동 잘 됨
2. 2등급
3. 디자인 보고 구매
4. 12시간 뒤 사용하라고 안내, 1일 뒤 사용
5. 물통은 매일 갈아줘야 함, 물통 분리가 쉬움
(물통 용량을 확인하고 구매, 물통용량이 큰 편은 아닌 듯,
개인적으론 써보니까 꽉찼을 때 이것보다 더 무거우면 별로였을 듯)
- 물 배출구 말고 옆으로도 살짝 샘
- 32평 기준 거실 사용시 4시간 돌리면 77->50%대까지 옴 (가장 강한 의류건조모드)
집 환경마다 다르고 방문 여닫고에 따라 차이가 있을 수 있음",56.0,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202408/7/2635193549066175162/1720e889-26e3-4903-bb2e-e9613dd35c9c.jpg
15,4,2022.11.10,신*정,원룸용으로 딱 적당,"원룸임!
제습효과 아주 탁월
구글 홈 연동도 되니까 좋았음..
소음이 작다고 리뷰에 되어있던데 이건 사람마다 편차가 다른 듯 함
개인적으로 시끄러웠음. 에어컨처럼 일정한 소음이 있는 것도 아니고
뭔가 불규칙한 소음이 계속 나니까 너무 신경쓰임..
소음이야 기계라서 어쩔 수 없다 치고
단순히 이 친구가 36만원짜리 제습기 역활을 하고 있냐? 라고 물어본다면
36만원은 제습기 치곤 조금 오버인 것 같지만.. 앱 컨트롤 및 구글홈 연동 및 부가기능을 생각하면 아주 비싼 것 같지는 않다.",26.0,
16,5,2023.08.03,김*숙,가 성 비 최강,"삼성이나 LG처럼 휴대폰으로 원격 실행 시킬 수 있어서 좋아요
기존에 샤오미 공기청정기가 있어서 샤오미로 맞추고 싶어서 구매했어요. 직구가 훨 싼데 뒷탈 없으려고 국내 출시판으로 구매했는데 만족해요.
성능은 다른 제품을 안써봐서 모르겠지만 괜찮은것같아요
* 아, 저소음은 아니예요. 전 잘때 귀가 둔하고 어느정도의 소음이 있어야 잘자는 편이라 신경 안쓰이지만
예민하신 분들은 구매를 고려해보세요 !",30.0,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202308/3/118694433501271762/cd25aea0-219a-4056-b929-d7649251cd5e.jpg
17,5,2023.03.20,박*용,"조금 비싸다 생각되지만 디자인, 편의성 최고","사실 엘지 인버터를 사고 싶었으나 못생긴 디자인이..
확실히 샤오미 제습기는 다른 제습기에 비해 엄청 예쁘고
앱을 통한 원격 제어도 간편함. 제습효율도 좋음.
소리는 조용하지도 많이 시끄럽지도 않은 그냥 제습기 소리.
단점은
이미 알고 샀지민 물통뚜껑 분리는 대체 왜 이렇게 만들었을까?
-> 그냥 손잡이 분리해놓고 쓰면 크게 문제되진 않음.
물통이 얼마나 차있는거지?
-> 용량이 넉넉한 편이라 생각나면 비워주고 있음.",12.0,
18,5,2024.03.29,LI **,가성비 제습기 강추!!!,"디자인부터 너무 깔끔해서 완전 맘에 들어요!!!
가격에 비해 진짜 가성비 좋다고 생각됩니다.
제습기가 없었을땐 몰랐는데 구매하고 나서 매일 켜놓으니까
며칠만에 물이 꽉 차더라구요
왜 이제야 구매했나 싶을정도로 너무 잘 구매한것 같아요~
다만, 앱스토어에서 앱을 다운받았는데 왜 핸드폰이랑 연결이 안되죠 ㅠㅠ  설명서에 있는 방법대로 연결해봤는데도 안되네요 ㅠㅠ",13.0,
19,5,2022.09.08,이*원,가성비 킹왕짱,"내돈내산.
유튜버 ""귀곰""의 샤오미제습기 편을 보고 구매하기로 결정.
https://youtu.be/XwOST5xhNFI
제습기는 무엇을 살까 고민하다가, 위의 영상을 보고 가성비의 끝판왕임을 알고 구매.
매우 만족하며 사용하였습니다.
18평 거실에 두고 올여름 제습 잘 하였습니다.
(우리집이 어항인줄.... 물이 정말... 한 가득 나오네요..)
다음해에도 잘 부탁해~",5.0,
20,3,2022.08.06,남*은,하루종일 24시간 틀어놔도 습도가 그대로에요...,"65-80% 사이만 왔다갔다... 50%대를 본 적이 없네요;;
저희집에 습기가 넘치도록 많은건지......
이쁘고 버리는것도 편하고 다 좋은데
방안 습기를 제대로 먹는건지를 모르겠네요
여전히 잘 때는 꿉꿉하고...
그 주위만 제습을 해주는건지 뭔지 ㅠㅠ
다른 제습기를 사도 그럴까요??",11.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202208/6/6929685885397417653/2248d138-6c81-4b1c-8f05-674341917a1e.jpg
21,5,2023.07.04,kan* *** *****,뽀송뽀송,"따듯한 바람이 나와서 여름 사용시에는 방을 데피는 효과가 있어요.  조그만 냉장고 만큼 전기를 사용하는것같아요.  소음도 비슷하게 나고.
성능은 좋아요.  습도 70~80인날 20시간 정도 틀어두면 물이 4리터 가득 차요.
방이 뽀송해지고 세게틀면 빨래도 하룻밤사이에 말라요.",137.0,
22,3,2022.08.03,정*기,기대가 너무 컸던듯...,"오래된 엘. 제습기가 맘에 안 들어 추가 구매.
샤오미 인식이 좋고 구매평이 좋아서 결정했는데 기대가 너무 컸네요.
디자인은 좋은편인데, 다른 부분은 10년넘은 제습기와 별 차이가 없습니다. 방향전환이 안되는 게 가장 큰 단점.
제습기는 다 거기서 거기인듯...",29.0,
23,5,2024.08.14,WEN ***,원룸에서 사용하기 괜찮아요,원룸에서 사용 편리해오. 출근할때  켜놓고  퇴근하면 물바구니가 거의 차려고 함. 자기전에 물통  비워노면 조아요.  제습할대 바람이 약간 더워요. 습도가 내려가면 시원한 바람이 나와요~,17.0,
24,2,2022.12.11,최*호,귀뚜라미 한 마리 같이 살게 되었다고 생각하겠습니다.,"귀뚜라미 소리가 대체 뭐지..? 싶었는데 다른 제습기들에선 들어보지 못했던 고주파음이 지속적으로 들리네요.
습도가 높을수록 소리가 세지는거 같아요. 이젠 뭐... 익숙해졌습니다.",56.0,
25,5,2024.04.12,김*기,삶이 달라져요,"제습기 참고 참다가 산건데 너어어어어어무 만족합니다 ㅠㅠ
진짜 일부러 리뷰쓰는 것도 거의 첨인 것 같아요!!
앱 연동도 되고 빨래도 금방 마르고 공기정화도 되고 일상생활의 질이 높아집니다 ㅠㅠ",26.0,
26,4,2024.08.04,최*희,다 좋은데,"물통에서 물을 비울 때 물구멍으로만 물이 나와야하는데, 구멍이 아닌 곳에서도 물이 나오는 게 정상인가요?",30.0,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202408/4/6426464497909419965/5494ea44-bd3a-4f94-b151-004d0651e017.jpg
27,5,2023.07.03,김*용,생각보다 크네요,벽에다 붙여두면 안된다고 해서 자리를 고민중이지만 첫날부터 테스트중인데 소음 적당하고 물떨어지는 소리가 아주 맘에 듭니다,12.0,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202307/3/5582239437080284702/ae93e0e6-7b15-49e4-bc5f-7caf22239d4f.jpg
28,5,2023.05.28,황*준,5.28에 사서 7.18에 쓰는 후기...충남 입니다이거 안 샀으면 올 여름 어떻게 되었을지아찔제습기는 집에 총 3대고에어컨 스타일러로도 제습 기능 틀고 사는데매일 2번씩 꽉 차서 무서워요,"5.28에 사서 7.18에 쓰는 후기...
충남 입니다
이거 안 샀으면 올 여름 어떻게 되었을지
아찔
제습기는 집에 총 3대고
에어컨 스타일러로도 제습 기능 틀고 사는데
매일 2번씩 꽉 차서 무서워요",13.0,
29,5,2022.08.02,조*형,나쁘지는 않은데요.,"기계안에 펜돌아가는 소리는 그리 크지 않은데
귀뚜라미소리가 들리는데 원래 이런건가요?",5.0,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202208/2/3651100651654999625/62dccf1d-31f4-4418-8ddc-41bcf425f19e.jpg
30,5,2023.06.29,박*리,소음을 가장 신경썼는데 생각보다 조용해서 만족합니다!어플 연동도 편하구요!! 장마철에 팍팍 틀어야겠어요,"소음을 가장 신경썼는데 생각보다 조용해서 만족합니다!
어플 연동도 편하구요!! 장마철에 팍팍 틀어야겠어요",11.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202306/29/368470136875884269/47c806e3-c645-4afc-bc6a-5a8158af044a.jpg
31,1,2023.08.23,Roys,소리가 확실히 크고 물뺘는 부분 열때 물이 새어나옴. 청소할때 분해? 를해야해서 번거롭고 불편함. 크기가 너무 거대함..크기에비해 타제품보다 성능이 떨어짐,소리가 확실히 크고 물뺘는 부분 열때 물이 새어나옴. 청소할때 분해? 를해야해서 번거롭고 불편함. 크기가 너무 거대함..크기에비해 타제품보다 성능이 떨어짐,137.0,
32,5,2022.08.06,김*호,우선 디자인이 너무 예쁨 디자인때문에 샀어요 lg 삼성 디자인 개똥망 더구나 삼성은 와이파이도 안됨....이건 이쁘고 와이파이 잡 앱으로 컨트롤 편하고요,우선 디자인이 너무 예쁨 디자인때문에 샀어요 lg 삼성 디자인 개똥망 더구나 삼성은 와이파이도 안됨....이건 이쁘고 와이파이 잡 앱으로 컨트롤 편하고요,29.0,
33,1,2023.07.05,정*식,연속배수 호스 따로 사게 유도하네요,포함상품인데 빠졌다고 문의하면 자기네 상품 아니래요,17.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202307/5/2153782533821769818/56c6a74c-c2bd-4a88-933d-9c1618cc2456.jpg
34,5,2023.09.25,원더우먼92,"다른 제품이 너무 비싸서, 용량이랑 가격 맞춰서 사느라샀는데 성능이 엄청 좋아요.지금까지 썼던 다른 제품보다 훠얼씬 제습 효과 좋네요","다른 제품이 너무 비싸서, 용량이랑 가격 맞춰서 사느라
샀는데 성능이 엄청 좋아요.
지금까지 썼던 다른 제품보다 훠얼씬 제습 효과 좋네요",56.0,
35,4,2023.06.01,장*은,12시간 세워둔 후 사용하라해서아직 사용전이에요..디자인은 정말 이쁘네여!,"12시간 세워둔 후 사용하라해서
아직 사용전이에요..
디자인은 정말 이쁘네여!",26.0,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202306/1/8605050773871932039/0b169833-5020-45b4-9f09-46212169ca03.jpg
36,5,2023.07.18,홍*진,빠른배송 만족합니다성능은 써봐야 알겠지만일단 만족합니다,"빠른배송 만족합니다
성능은 써봐야 알겠지만
일단 만족합니다",30.0,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202307/18/3222116400267742489/9763179b-3748-4cdf-9179-69eba74473da.jpg
37,5,2023.01.16,김*아,제습력 짱,빨래 널어둔곳에 설치했는데 몇시간만에 물통 꽉차고 빨래는 뽀송하게 말라있네요,12.0,
38,5,2024.07.22,이*리,굿,"두 대 째 구입합니당
이거만한 게 없어요 일단 이쁘잖아요",13.0,
39,5,2023.09.03,박*영,역시 샤오미,최근에 비슷한 가격대에 산 14L제습기보다 조용하네요,5.0,
40,5,2023.07.21,김*기,좋은상품 감사합니다.,,,
41,5,2022.07.22,김*중,대륙의 실수 GOOD ☆☆☆☆☆,,,
42,5,2024.08.06,Joy*******,1년넘게 쓰는데 완전 좋음.강추,1년넘게 쓰는데 완전 좋음.강추,29.0,
43,5,2023.10.11,장*,내수보다 비싸지만 한글화에 가격지름 그래도 국산보단 남,,,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202310/11/6713595236287911382/fb60ea7a-acbc-486f-b79c-9e5934fca1e1.jpg
44,2,2022.07.30,황*화,제습기만 키면 차단기가 내려가요,,,
45,1,2023.06.27,김*혁,재고 감사ㅡㅡ,,,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202306/27/8688787083191180377/901cad35-a430-4512-badc-00496476184e.jpg
46,5,2024.09.27,서*성,한달 사용 후기,솔직히 다른제품 보단 우수히 제습능력 뛰어남,30.0,
47,5,2023.07.21,김*중,대만족!!! 재구매 했어요,,,
48,5,2022.08.12,조*기,만족합니다,만족합니다,13.0,
49,4,2024.08.01,주*윤,물통 물이 새요,물통 물이 새요,5.0,
50,5,2022.07.29,SSSSSJJJJJ,디자인♥︎,디자인♥︎,11.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202207/29/5427295933092820445/9196f3bf-fe84-4147-9b2e-01356d29abbf.jpg
51,5,2025.07.01,박*덕,,,,
52,5,2025.05.12,강*환,,,,
53,5,2025.04.01,기*기,,,,
54,4,2025.02.24,CHI ******,,,,
55,5,2025.01.05,방*호,,,,
56,5,2024.12.07,같이죽자,,,,
57,5,2024.10.23,안*일,,,,
58,4,2024.10.22,이*태,,,,
59,5,2024.10.22,오늘살것,,,,
60,5,2024.10.12,유*,,,,
61,5,2024.10.11,JIN ******,,,,
62,5,2024.10.03,고*루,,,,
63,5,2024.03.23,유*헌,,,,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202403/23/1455123660117628664/445577f0-3738-4420-86af-81f09e725eeb.jpg
64,5,2024.09.19,문*지,,,,
65,5,2024.09.18,복*규,,,,
66,5,2023.07.15,김*원,,,,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202307/15/3714453586768258571/93841224-64e1-43ce-bbdc-7cc5dfb279d2.jpeg
67,5,2024.09.09,정*배,,,,
68,5,2024.09.07,김*원,,,,
69,5,2024.08.24,조*민,,,,
70,5,2024.08.17,장*경,,,,
71,4,2024.08.15,오*민,,,,
72,5,2024.08.09,구*기,,,,
73,5,2024.08.06,최*주,,,,
74,5,2024.08.04,강원이,,,,
75,5,2024.08.01,김*기,,,,
76,5,2024.07.24,노*,,,,
77,5,2024.07.14,김*국,,,,
78,4,2024.07.12,박*성,,,,
79,5,2024.06.25,이*리,,,,
80,5,2024.06.24,서*주,,,,
81,3,2024.06.23,SHE* ********,,,,
82,5,2024.06.21,정*수,,,,
83,5,2024.06.17,안*아,,,,
84,5,2024.05.12,Lgskm,,,,
85,3,2024.05.07,정*민,,,,
86,5,2024.04.18,김*아,,,,
87,5,2024.04.17,조*제,,,,
88,5,2024.04.15,최*빈,,,,
89,5,2024.04.14,자두알맹이,,,,
90,5,2024.04.01,임*훈,,,,
91,5,2024.03.25,Aquaa,,,,
92,5,2023.10.22,문*인,,,,
93,5,2023.10.21,권*준,,,,
94,5,2023.10.17,posh,,,,
95,5,2023.10.15,조*지,,,,
96,5,2023.10.10,김*훈,,,,
97,5,2023.10.07,최*은,,,,
98,5,2023.10.05,주*호,,,,
99,5,2023.10.05,이*난,,,,
100,5,2023.10.04,이*화,,,,
101,5,2023.10.02,꾸끼꾸끼끼,,,,
102,5,2023.10.02,박*우,,,,
103,5,2023.09.30,김*선,,,,
104,2,2023.09.26,이냥냥냥이,,,,
105,5,2023.09.23,도*훈,,,,
106,5,2023.09.23,조*진,,,,
107,5,2023.09.22,김*호,,,,
108,5,2023.09.22,얀째즈,,,,
109,5,2023.09.21,이*석,,,,
110,5,2023.09.21,이*한,,,,
111,5,2023.09.20,박*열,,,,
112,4,2023.09.18,박*도,,,,
113,4,2023.09.17,김*경,,,,
114,5,2023.09.15,이*희,,,,
115,5,2023.09.13,황*철,,,,
116,5,2023.09.09,김*욱,,,,
117,5,2023.09.06,XUJ**,,,,
118,5,2023.09.05,한*수,,,,
119,5,2023.08.31,장*화,,,,
120,5,2023.08.30,최*진,,,,
121,5,2023.08.29,김*구,,,,
122,5,2023.08.28,깡식이엄마,,,,
123,5,2023.08.28,최*종,,,,
124,5,2023.08.28,오*화,,,,
125,5,2023.08.26,주*식,,,,
126,5,2023.08.24,이*범,,,,
127,5,2023.08.24,양*민,,,,
128,4,2023.08.23,YU ********,,,,
129,5,2023.08.23,민*원,,,,
130,5,2023.08.19,김*영,,,,
131,5,2023.08.13,정*미,,,,
132,5,2023.08.11,황*준,,,,
133,5,2023.08.05,김*훈,,,,
134,5,2023.08.04,최관성,,,,
135,5,2023.08.03,이*슬,,,,
136,5,2023.07.31,권*정,,,,
137,5,2023.07.30,김용섭,,,,
138,3,2023.07.28,박*호,,,,
139,5,2023.07.27,김*민,,,,
140,4,2023.07.27,마니스,,,,
141,4,2023.07.27,나혼자샀다,,,,
142,5,2023.07.26,김*르,,,,
143,5,2023.07.26,유*연,,,,
144,5,2023.07.25,하얀청춘,,,,
145,5,2023.07.24,OGA* ****** ************,,,,
146,5,2023.07.24,정*훈,,,,
147,5,2023.07.23,김*준,,,,
148,5,2023.07.23,쿠팡실구매자,,,,
149,5,2023.07.22,난다거부기,,,,
150,5,2023.07.20,강*규,,,,
151,5,2023.07.20,유*우,,,,
152,5,2023.07.20,전*혁,,,,
153,4,2023.07.19,이*아,,,,
154,5,2023.07.19,박*연,,,,
155,5,2023.07.16,임*태,,,,
156,5,2023.07.16,여*현,,,,
157,5,2023.07.15,fhff6,,,,
158,5,2023.07.13,김*영,,,,
159,5,2023.07.12,김*디,,,,
160,5,2023.07.12,알릳,,,,
161,5,2023.07.08,김*민,,,,
162,5,2023.07.06,유*훈,,,,
163,5,2023.07.04,이즈평,,,,
164,4,2023.07.04,한*훈,,,,
165,5,2023.07.03,최*영,,,,
166,4,2023.07.01,강*리,,,,
167,5,2023.07.01,이*섭,,,,
168,5,2023.06.25,김*선,,,,
169,5,2023.06.25,이*수,,,,
170,5,2023.06.22,송*주,,,,
171,5,2023.06.18,정*용,,,,
172,5,2023.06.13,문*민,,,,
173,5,2023.06.12,김*신,,,,
174,5,2023.06.12,심*석,,,,
175,5,2023.06.11,설*문,,,,
176,4,2023.06.11,문*은,,,,
177,5,2023.06.10,홍*민,,,,
178,5,2023.06.08,김*화,,,,
179,5,2023.06.05,홍*관,,,,
180,5,2023.06.04,이*기,,,,
181,5,2023.06.02,JIN *******,,,,
182,5,2023.06.02,KIM *******,,,,
183,5,2023.05.30,오*병,,,,
184,5,2023.05.30,오*병,,,,
185,4,2023.05.28,임*미,,,,
186,5,2023.05.26,심*우,,,,
187,5,2023.05.02,김*택,,,,
188,5,2023.04.24,김*솔,,,,
189,5,2023.04.20,허*민,,,,
190,5,2023.04.14,송*진,,,,
191,5,2023.04.07,조*섭,,,,
192,5,2023.04.05,그뭇,,,,
193,5,2023.03.31,손*우,,,,
194,5,2023.03.26,같이죽자,,,,
195,5,2023.03.21,이*지,,,,
196,5,2023.03.13,I A****,,,,
197,5,2023.02.26,최미나,,,,
198,5,2023.02.14,JIA** ******,,,,
199,5,2023.02.05,김*목,,,,
200,5,2023.01.15,전*관,,,,
