rank,rating,date,user,headline,body,helpful_count,images
11,5,2024.11.21,이*협,배송 빨라요,,,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202411/21/1476890097867511115/85d705e9-9353-4fcf-889f-bbe63591adad.jpg
12,5,2025.06.29,이*수,,,,
13,5,2025.06.13,JIN*****,,,,
14,5,2025.06.07,권*환,,,,
15,5,2025.05.31,연*호,,,,
16,5,2025.05.25,김*우,,,,
17,5,2025.05.24,전*경,,,,
18,5,2025.05.21,이*연,,,,
19,5,2025.05.21,김*우,,,,
20,5,2025.05.20,최*엽,,,,
21,5,2025.05.19,김*우,,,,
22,5,2025.05.15,이*석,,,,
23,5,2025.05.10,정*애,,,,
24,5,2025.05.10,정*애,,,,
25,5,2025.05.09,SAL******** *** *,,,,
26,5,2025.05.06,정*애,,,,
27,5,2025.05.06,정*애,,,,
28,5,2025.05.01,생활필수품,,,,
29,5,2025.04.25,LI *******,,,,
30,5,2025.04.17,Por***** *******,,,,
31,5,2025.04.03,리뷰해드림,,,,
32,4,2025.03.27,권*우,,,,
33,5,2025.03.26,이*진,,,,
34,5,2025.03.06,서*철,,,,
35,5,2025.02.28,김*신,,,,
36,5,2025.02.26,서*석,,,,
37,5,2025.02.25,한*문,,,,
38,5,2025.02.24,최*희,,,,
39,5,2025.02.22,최*조,,,,
40,5,2024.12.24,대박이네77,,,,
41,5,2024.12.24,김*준,,,,
42,5,2024.12.15,이*석,,,,
43,5,2024.11.24,여니,,,,
44,5,2024.11.14,함*자,,,,
45,5,2024.11.12,NGU*** ***** ****,,,,
46,3,2025.04.20,LIN *****,,,,
47,3,2024.12.01,홍*영,,,,
48,2,2024.11.19,오*현,,,,
49,1,2025.03.03,김*균,,,,
