rank,rating,date,user,headline,body,helpful_count,images
11,3,2025.05.25,김*주,싼것이 비지떡,"가격은 착한 것 같습니다.
저는 스마트티브와 컴퓨터모니터를 겸용으로 사용하기 위해 구매하였는데
가격이 국산에 비해 넘 저렴하다보니 이러쿵 저러쿵 리뷰쓰기가 그렇치만
개인적으로 화질 생각하지 않고 사용한다면 괜찮을듯 싶습니다.
그런데 국산 패널을 쓰는 중소기업제품정도의 화질이 나올거라고 생각한다면 절대 안사는것이 좋을 듯합니다.
컴 모니터대용은 절대 시력보호를 위해 절대 절대 사용하지 않는 것이 좋을 듯 합니다.
이번 구매한 중국산 샤오미 스마트tv는 영 아닌 것 같습니다. 다들 샤오미는 그런대로 괜찮다고 하는데
나는 이제품만 가지고 샤오미를 평가한다면 절대 구매하지 않을 듯 싶네요
절대로 싸고 좋은 제품은 없다.
구매가격대로 쓰다 고장나면 버린다는 생각으로 가격보고 구매한다면 모를까
절대 구매 반대입니다. 리뷰가 도움이 되었으면 합니다.
싼게 비지떡",16.0,
12,5,2025.05.18,박*완,기존 셋탑과 리모컨 호환이 안되지만 만족합니다,"가성비 짱입니다
1. 장점
- 저렴한 가격
- 고화질 큰화면
- 쉬운 설치
2. 단점
-  초기설정시 나이드신 분 다소 어려움
- btv 이용 분들은 셋탑 리모컨과 간섭이 발생함
리모컨 클릭시 티비 전원 꺼짐 :
btv 서비스 받아서 해결 했음
- lg, 삼성대비 기존 셋탑과 리모컨 호환이 어려움",2.0,
13,5,2025.01.22,구매자2022,55인치 스마트티비 처음구매이전에 사용하던 저가 패널의 제품사용하다 샤오미제품 구매넷플릭스 hdr영상도 led라 우측상단에 지원한다고 뜨고 좋음몇히간 사용해보니 주로 유튜브나 넷플이지만 스트리밍이라화질평가는 그렇지만 사이드에선 시야각의 차이가 있음그래도 가격 이정도에 괜찮음주로 회사에서 수백짜리 LG oled사용이라 차이는 있음추천처음 티비 전원넣고 켤땐 좀 느림멈췄나 딜레이가 좀? 있음스탠바이는 빠름 (잠깐 껏다 켤때)전원케이블 빼고 다시켤때가 느리다는거,"55인치 스마트티비 처음구매
이전에 사용하던 저가 패널의 제품사용하다 샤오미제품 구매
넷플릭스 hdr영상도 led라 우측상단에 지원한다고 뜨고 좋음
몇히간 사용해보니 주로 유튜브나 넷플이지만 스트리밍이라
화질평가는 그렇지만 사이드에선 시야각의 차이가 있음
그래도 가격 이정도에 괜찮음
주로 회사에서 수백짜리 LG oled사용이라 차이는 있음
추천
처음 티비 전원넣고 켤땐 좀 느림
멈췄나 딜레이가 좀? 있음
스탠바이는 빠름 (잠깐 껏다 켤때)
전원케이블 빼고 다시켤때가 느리다는거",9.0,"https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202501/22/6119310359315705775/56c1dd2e-6005-41fe-8deb-7a8ff11bb835.jpg,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202501/22/6119310359315705775/5ef96aea-8e86-4c8b-9d59-cd2b1b48e51d.jpg"
14,5,2025.05.14,이*규,질문 있어요.,"질문하는 곳을 몰라 남깁니다.
제가 닌텐도 스위치 게임을 즐겨하는데요.
닌텐도 스위치를 HDMI가 연결된 상태에서 아무리 찾아보아도 외부입력을 찾을 수가 없어 게임을 할 수가 없네요. ㅡㅡ.
확인 부틱드립니다.",1.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202505/14/7693813645747705442/80ef4b28-c244-48e2-b30e-ed4db348ae74.jpg
15,4,2025.05.28,김*담,샤오미 50인치 티비를 써보고 맘에 들어서 이번에 65인치를 주문했는데 50인치 보다 화질면에서 조금 떨어지네요. 아쉽지만 가성비로 만족합니다,샤오미 50인치 티비를 써보고 맘에 들어서 이번에 65인치를 주문했는데 50인치 보다 화질면에서 조금 떨어지네요. 아쉽지만 가성비로 만족합니다,7.0,
16,5,2025.04.17,최*일,사이즈 크고 화질 죽여줍니다,"가장 걱정했던건 반응속도인데, 정말 빨라서 삼성이나 엘지 티브이랑 비교해도 전혀 꿀릴게 없습니다. 매우 만족하며, 큰방에도 한 대 더 놓을까 고민중이네요.",7.0,"https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202504/17/7216378730532389734/421b530c-e13c-44fb-96fc-2e02c99f08f4.jpg,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202504/17/7216378730532389734/b95d07b3-396e-42dc-8f28-17468ccd6f00.jpg"
17,5,2025.05.31,이*,배송도 빠르고 설치도 신속하고 화질도 좋고 설치기사님도 친절하고 아주 좋았음,배송도 빠르고 설치도 신속하고 화질도 좋고 설치기사님도 친절하고 아주 좋았음,,
18,4,2025.03.26,케이킴4,?,"a73 3+32기가 신형인줄  잘못봤네요.
2+8기기제품 입니다
남은 용량은 4.4기가됩니다 2025년형? 티비에서 찾기 힘들듯
배송 쿠팡로켓 항상최고죠
화질 가격만큼합니다(초특가기준)
음질 보통
부팅 느리지않음
단점
용량이 작아 스마트티비기능이 잘될지 좀더 사용해보아야될듯
용량부족시 팅김 등 발생 우려
(셋탑에 스마트티비기능 사용시 모니터기능만 하니 문제없음)",31.0,
19,5,2025.04.07,한*흥,제품 받어서 잘 사용중에 있습니다빠른화면 시청시(스포츠등) 약간 화면 잔상이 있는데 크게 거슬리는 정도는 아닙니다다만 리모콘을 tv수신기와 맞췄는데도 불구하고 제대로 작동하지 않아 리모콘을 두개 조작해야 하네요그 외에는 대체로 만족합니다,"제품 받어서 잘 사용중에 있습니다
빠른화면 시청시(스포츠등) 약간 화면 잔상이 있는데 크게 거슬리는 정도는 아닙니다
다만 리모콘을 tv수신기와 맞췄는데도 불구하고 제대로 작동하지 않아 리모콘을 두개 조작해야 하네요
그 외에는 대체로 만족합니다",,
20,5,2025.03.11,최*호,가성비갑,"이전에 샤오미티비쓰다가 애기가 장난감던져서 파손후
특가떠서구매함
나아진점은 일단 cec (케이블과 티비리모컨) 동시사용가능
전원도 같이 켜고꺼짐.
화질도 삼성qled만큼은아니지만 버금가는 화질
사운드도 평타이상
단점은 패널이 충격에 너무약한듯.
보호필름사야할듯!",10.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/11/6514197466833333069/79b3b013-9b9a-4e51-a0b4-6b962e401645.jpg
21,5,2025.04.16,송*음,화질 음질 다 좋음,"이사가면서 샀는데 진짜 고민하지 마세요
화질 음질 다 좋고 한국어 패치 잘 되어 있습니다
삼X, 엘X 살 생각아니면 무조건 강추!",16.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202504/16/5866445341920212054/88133a9f-e8ca-455b-b2df-1d8b19591319.png
22,5,2025.02.24,임*현,갑자기 기존에 보던 티비가 소리만들리고ㅜㅜ화면이 나오지않아 오래쓰기도 해서둘러보다 착한가격 디자인 스마트tv라는조건에 부합해서 주문 어제주문오늘 설치까지 하루만에 ! 이러니 쿠팡쿠팡하는거 아닐까 싶다근데 설치기사님까지 친절.화질도 사운드도 만족이다오래 사용할수 있으면 좋겠어요~:),"갑자기 기존에 보던 티비가 소리만들리고ㅜㅜ
화면이 나오지않아 오래쓰기도 해서
둘러보다 착한가격 디자인 스마트tv라는
조건에 부합해서 주문 어제주문
오늘 설치까지 하루만에 ! 이러니 쿠팡쿠팡
하는거 아닐까 싶다
근데 설치기사님까지 친절.
화질도 사운드도 만족이다
오래 사용할수 있으면 좋겠어요~:)",2.0,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202502/24/9041199503545777659/b2682084-218c-4bb5-bcfc-5efbfb59df2a.jpg
