rank,rating,date,user,headline,body,helpful_count,images
11,5,2023.12.19,쿠팡실구매자,베젤도 얇고 성능도 좋고 스피커 음질도 뛰어나요,"전체적으로 매우 균형잡힌 모델입니다.
정발이라 외산 태블릿의 불안하고 번잡한 한글화 및 중고처분에 대한 걱정이 없는 장점이 가장 크겠죠.
디스플레이는 해상도, 화질, 반응속도 등 아이패드 상위모델과 견줘야 할 정도로 최상급 품질이며, 스피커 성능도 매우 뛰어난 편입니다. 배터리도 오래가고 태블릿으로 이만하면 정말 괜찮은 모델입니다. 어디 하나에 특화된 느낌이라기보단 기본기가 정말 단단한 모델이랄까요.
다만 GPS 가 없다는 점과 요즘 모바일 기기에 많이 들어가는 배터리 보호기능 (바이패스 기능이나 과충전 방지 등) 의 부재는 미패드가 샤오미의 최상급 브랜드임을 생각하면 다소 아쉬운 부분입니다.",107.0,
12,5,2023.09.03,최*희,가성비의 아이템,"미패드 6 글로벌 버전의 출시를 인지한 이후로 5프로는 중국내수용이지만, 5는 한국정발되었다는 선례가 있어 6이 정발되기까지 수많은 유혹을 이겨내며 존버했습니다.
영상감상 용도로 저렴한 가격의 태블릿을 찾은게 미패드 5였어서 그보다 더 좋아진 6는 가격도 착하네요.
기본 셋팅을 마치고 난 후 작동해본 결과, ios와 유사한 GUI라 어렵지 않게 적응하고 테스트 삼아 영상도 잘 나오는 것 확인했습니다.
잘 사용하겠습니다.",66.0,"https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/3/8500482826885003403/dd126c4b-7643-4d9b-88c8-3232e1070f1e.jpg,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/3/8500482826885003403/eab08be7-7edd-4b3c-a27d-136d5867d21c.jpg"
13,5,2023.11.15,김*하,"좋은, 잘 만들어진  태블릿","갤럭시S5e 3년 사용. 화질,음질,배터리, 특히 가벼움등 아주 만족하나 속도의 아쉬움때문에 구입.
미패드6는 좋은 태블릿. 그러나 갤럭시ui에 너무 익숙해져서인지 뭔가 어색하고 부족함. miui가 잘 만들어진 것은 알고 있으나, 디테일 조정등에 아쉬움.아이패드에 가까운 ui라서 나같이 침대에 누워서 유튜브,쇼핑이나 하는 사용자는 갤럭시가 더 잘 맞음. 90g 무거워진 것이 은근히 팔에 무리가 감.
s5e의 후속 제품은 이제 나오지 않음. 400g,oled,준수한 배터리. 여기에 좀 더 빠릿핫 cpu만 있으면 좋은데...
갤럭시 ui가 꼭 필요하지 않다면 강력 추천.",55.0,
14,5,2023.09.09,조*연,"이가격에이성능,좋네요.","와우배송은 정말 빠르네요. 한국정발이라 반글화 한글화도 필요없고, 디자인 좋고, 사과패드같습니다. 성능에 비해 가성비 최고네요. 이정도 스펙이면 100만원정도 되는데, 스냅드래곤870이라 빠르네요. 144Hz주사율이라 넘김이 부드럽습니다.
사용 후 리뷰
모니터 출력 ALT DP가 되서, usb c 타입으로 4k 모니터 연결하면  모니터 출력 잘 됩니다. 이 기능이 필요한 분들 참고하세요.
스피커사운드와 마이크성능 괜찮아요. 비대면 미팅할 때 좋아요.",6.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202310/20/3826129331975385885/6fdbfbcb-2c9b-4146-934b-d4a5722c6a31.jpg
15,5,2023.09.14,김*성,제품~아주 좋네요~,"작년에 구매한 레노버 p11 2021 올레드
디스플레이 스냅 870 11.5인치에 만족하며
쓰다가 액정에 깨져서 중국 정발이라 as도 안되고
레노버 샤오신 12.7 고민하다가 처음 샤오미
정발 소식에 구매했습니다..
올레드가 아니라 더 좋네요~디아블로 잘 돌아가고
조이스틱으로 하니 게임하는게 더 재미있네요
마감도 좋고 한국 정발에 이 가격이면 뭐..
지금도 테블릿 3개있고
여러 테블릿을 써 놨지만...
이 가성비는 당분간은 없을듯합니다~",16.0,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/14/8526487117556882545/06c02a32-f218-49a3-88db-a6c24485e701.jpg
16,5,2023.09.01,벌써2년,이정도 사양이면  삼성 애플은 너무 비싸요,아이 선물로  구매했는데  이가격에  정발이라니 .  알리와 비교 했지만 정식 as 가는 하고  가격도  할인가 받아  너무 잘 사써요  고사양 게임을 하지 않는다면  정말 좋습니다  .   너무 좋아요,3.0,"https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/1/5323717649548845507/1cf11d51-07a7-4fbd-9476-4c549903ad63.jpg,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/1/5323717649548845507/4c9101cd-11ba-49a2-9df7-7e5aeee2a04b.jpg"
17,5,2023.09.04,쿠팡실구매자,"주문접수 바로 다음날 배송옴음질 가격대비 돌비 쿼드스피커라 좋아요!그립감 나쁘지않고 조금 무겁게 느껴질 수 있습니다.유툽, OTT최고화질 잘 나와서 영상 보기도 좋습니다!","주문접수 바로 다음날 배송옴
음질 가격대비 돌비 쿼드스피커라 좋아요!
그립감 나쁘지않고 조금 무겁게 느껴질 수 있습니다.
유툽, OTT최고화질 잘 나와서 영상 보기도 좋습니다!",31.0,
18,5,2023.12.11,김*호,갤럭시 탭 부럽지않네요,"리뷰 안남기는데 첨으로 남겨봅니다
이가격에 이성능 정말 만족스럽네요
갤탭과 비교해도 꿀리지 않는 성능입니다
화질좋고 사운드좋고 버벅임 없네요
특히 배터리가 엄청오래갑니다
그동안 사용한 태블릿, 스마트폰 통틀어 최고네요
국내정발이라 직구제품들과는 비교불가이고
갤탭사느니 반값에 미패드 구매하는게 합리적 선택인듯 합니다",21.0,
19,5,2023.09.02,이*형,아이패드 프로 쓰면서 세컨용으로 구매했습니다.,"확실히 가격이 가격인지라 아이패드에는 한참 아래이긴합니다만 가격을 생각하면 미친 가성비입니다
음질도 생각보단 준수하구요 동영상시청용으로 구매하시는거면 겁나추천입니다.
다만 작업용으로는 제기준에서는 절대 비추입니다 물론 작업 하시는분이 이렇게 가성비용으로 찾으시는분은 거의 없겟지만요...",21.0,
20,5,2024.03.22,하*범,디자인이 미려하고 액정 품질도 좋으며 앱 실행시 딜레이가 거의 없습니다. 중급기로 사용하기에 강추합니다.,디자인이 미려하고 액정 품질도 좋으며 앱 실행시 딜레이가 거의 없습니다. 중급기로 사용하기에 강추합니다.,18.0,"https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202403/22/7575047585420943457/3fc6b5dd-5532-43af-8398-37948304d8b2.jpeg,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202403/22/7575047585420943457/fb1dc305-2d20-4915-b4ba-f0887452c2c1.jpeg"
21,5,2025.01.10,김*범,가격 대비 고 만족도,전체적으로 만족합니다.  가격도 성능도 만족. 그러나 크고 무거워서 들고 아마존 킨들처럼 ebook으로 사용하기는 불편.,107.0,
22,4,2023.12.13,신*섭,보호필름 문제만 아니였으면 최고점이였음.,"가성비는 정발 제품 중에선 가장 으뜸이나
보호필롬이 기본적으로 부착되어서 나오지 않았습니다.
그래서 사설 전문점에서 붙이고 오는 번거로움이 있었습니다.
이 부분에서 별 하나 감점하겠습니다.",66.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202401/1/4293357723918242049/1a5da15c-013d-44cb-a693-40876a0e2f0d.jpeg
23,5,2023.09.06,김*원,영상 & 엔터테인먼트 소비용,"블루투스 고음질 코덱들을 죄다 지원합니다.
(같은 aptx adaptive 인데 샤오미는 약간 먹먹함 남아있음)
돌비 비전 및 색역 지원이 다채로워서 개인화하는 재미도 있음
이가격이면 넷플 유투브 머신으로 손색이 없음",55.0,
24,5,2024.03.10,박*용,생각보다,"국내에서도 이미 인지도가 있는터라 반신반의 하면서 구매 완료!!
입문용으로 구매하고 스마트폰이다~ 라는 마술을 걸면서 최적화해서
잘~ 쓰고 있음!!",6.0,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202403/10/9110041300625964457/088f6d87-eb21-4a47-a731-aafcdca367d7.jpg
25,5,2024.02.16,김*준,아주만족합니다,아이영상용으로 a7으로 쓰다 너무 느리고 답답해서 고민고민하다 구매했습니다 ui도 어려운것 없고 빠르고 화질 좋아 눈이 편합니다. 진작 살걸 그랬어요,16.0,
26,4,2024.06.14,폭주동동이,사용중 발열 없고 처음에는뒤로가기 홈버튼 모션인식 입니다환경설정에서 변경가능해요!!!아이...와 갤...가격 생각하면 싸고 좋아요게임용으로 사용중...,"사용중 발열 없고 처음에는
뒤로가기 홈버튼 모션인식 입니다
환경설정에서 변경가능해요!!!
아이...와 갤...가격 생각하면 싸고 좋아요
게임용으로 사용중...",3.0,
27,5,2023.10.14,김*정,역시 비싼게 좋군요,"뮤패드 십만원대 싸다고 샀다가 화면  깨지고 버벅거리고 완전 쓰레기예요  볼수가 없어서 다시 이걸로 샀어요.
화질 음질 속도 짱 좋아요",31.0,
28,4,2023.09.12,이*완,매리트 없다고봄 걍 직구로 프로살껄..y700 1세대 870미패드 870 같은칩셋인데 성능차이가 천지개벽수준 ㅋㅋ좀더써보고 당근에 던져야겠음,"매리트 없다고봄 걍 직구로 프로살껄..
y700 1세대 870
미패드 870 같은칩셋인데 성능차이가 천지개벽수준 ㅋㅋ
좀더써보고 당근에 던져야겠음",21.0,
29,1,2023.12.12,정*창,도착했는데 상자도 조금 파손되어 있고 제품에도 크랙이 있습니다..상자 안 에어캡도 부실하고..,도착했는데 상자도 조금 파손되어 있고 제품에도 크랙이 있습니다..상자 안 에어캡도 부실하고..,21.0,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202312/12/4132052019289755026/bc353554-9a28-4732-9477-d99e21f48bb0.jpg
30,5,2023.11.12,박*무,잘쓸게요,"생각보다 커서 좀 놀랐습니다 ㅎㅎ
영상시청 목적으로 구매했는데 너무 만족스럽습니다
고장없이 오래오래 사용할수있으면 좋겠어요.",18.0,
31,4,2023.09.14,용*철,좋아요.,사용할 때 좀 많이 뜨거워지네묘. 그 이외엔 대체로 쓸 만 해요.,107.0,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/14/1010061653630024542/a46cfae6-a1b5-4a32-91c3-35544b352bbb.jpg
32,5,2024.05.27,임*수,포지션이 애매하나...,"y700 의 배송이나 as의 불편함과
갤탭S의 가격이 고민돼서 이놈으로 ㅎㅎ",66.0,
33,4,2024.01.17,한*석,가성비 갑,"가성비 및 성능에 아주 만족 합니다.
비싼가격 주고 쓰는것 보다는 이게 낮네요",55.0,
34,5,2023.09.01,HWB,쿠팡 할인으로 엄청 싸게 샀네요,다른 곳 6+128 살 돈으로 8+256 사서 너무 좋네요,6.0,
35,5,2023.12.27,김*현,너무 좋아요,갤럭시탭이랑고민하다가 구매하였는데 너무 맘에 들어요,16.0,
36,5,2023.10.05,양*현,가성비 최고!,"하지만 액정이 좀 어두운느낌 단점, 나머진 만족합니다",3.0,
37,5,2025.01.26,TAN***** ********,나는 그것을 매우 좋아한다,나는 그것을 매우 좋아한다,31.0,"https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202501/26/112138819429775845/bc9bec84-5f15-496e-9cda-c520a0b4fe68.jpg,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202501/26/112138819429775845/72c6d452-27dd-4d28-bb71-f80e58c2a4de.jpg,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202501/26/112138819429775845/2cba7288-3a87-4d78-ab4a-90b2e7c95479.jpg"
38,5,2023.10.29,박*욱,"기기 색이쁘게 잘나왔고 영상,소리 좋아요~",,,
