rank,rating,date,user,headline,body,helpful_count,images
11,4,2025.04.29,이*숙,,,,
12,5,2025.04.27,NAN ******,,,,
13,5,2025.04.27,이*주,,,,
14,5,2025.04.21,오*태,,,,
15,5,2025.04.20,Hei* **** ****,,,,
16,5,2025.04.09,김*현,,,,
17,5,2025.04.06,박*호,,,,
18,5,2025.04.01,김*용,,,,
19,5,2025.03.30,고*혁,,,,
20,5,2025.03.25,Saf*** ****,,,,
21,5,2025.02.14,추*민,,,,
22,5,2025.02.06,민*석,,,,
23,5,2025.01.22,권*갑,,,,
24,5,2024.12.22,jar********** *******,,,,
25,5,2024.12.15,양*석,,,,
26,2,2025.05.16,이*욱,,,,
