rank,rating,date,user,headline,body,helpful_count,images
11,3,2024.10.31,안*내,LCD라 번인 걱정이 없어자동차 내비게이션용그리고 혹시나 스마트폰 고장 시 비상용 겸으로 생각해서 구매해봄요즘 스마트폰 디자인은 거기서 거기라 뭐 딱히 논평할 게 없음이 가격에 후면 재질이 유리인 건 괜찮은듯. 단단한지는 모르겠지만방수방진 없지만 이 가격에 바라는 건 욕심이고디스플레이 주사율 120hz인 것은 장점다만 그걸 제대로 활용할 만한 스펙은 아닌 듯초기 실행 시 기본적으로 깔리는 앱이 많아서 지우기 귀찮았음기본 제공되는 Mi브라우저도 광고 투성이라 그냥 안씀(삭제가 안됨)스피커는 하단 모노로 성능은 별로유튜브에서 고화질 영상 재생하면 소리 갈라지고 깨져서 포기그리고 애초에 4K재생능력은 안되서 가벼운 영상 위주로 돌려야 함딱 순수하게 전화용으로 쓰거나내비게이션 등 장시간 고정적인 화면을 써야 하는데 번인 걱정 안하고 싶을 때 고려해볼만 함아니면 장기간 공부해야 하는 사람들이 써도 괜찮을지도,"LCD라 번인 걱정이 없어
자동차 내비게이션용
그리고 혹시나 스마트폰 고장 시 비상용 겸으로 생각해서 구매해봄
요즘 스마트폰 디자인은 거기서 거기라 뭐 딱히 논평할 게 없음
이 가격에 후면 재질이 유리인 건 괜찮은듯. 단단한지는 모르겠지만
방수방진 없지만 이 가격에 바라는 건 욕심이고
디스플레이 주사율 120hz인 것은 장점
다만 그걸 제대로 활용할 만한 스펙은 아닌 듯
초기 실행 시 기본적으로 깔리는 앱이 많아서 지우기 귀찮았음
기본 제공되는 Mi브라우저도 광고 투성이라 그냥 안씀(삭제가 안됨)
스피커는 하단 모노로 성능은 별로
유튜브에서 고화질 영상 재생하면 소리 갈라지고 깨져서 포기
그리고 애초에 4K재생능력은 안되서 가벼운 영상 위주로 돌려야 함
딱 순수하게 전화용으로 쓰거나
내비게이션 등 장시간 고정적인 화면을 써야 하는데 번인 걱정 안하고 싶을 때 고려해볼만 함
아니면 장기간 공부해야 하는 사람들이 써도 괜찮을지도",26.0,
12,5,2025.06.09,김*슬,조큼 느리긴한데 그래도 유심 2개 들어가고 서브폰으로 사용하기 딱 좋습니다 ㅎㅎㅎ,조큼 느리긴한데 그래도 유심 2개 들어가고 서브폰으로 사용하기 딱 좋습니다 ㅎㅎㅎ,23.0,
13,5,2025.05.08,천성거성,통화 동영상 간단웹서핑,샤오미오래 써왔고  이미 대충이럴거다 알고 샀기에  거기에 부합.  비싼거 필요없고 통화  동영상시청  간단 웹서핑에 최적임.어차피 2년뒤에 또 사야하는거.. 휴대폰에 목숨거는 사람에게는 비추천.,1.0,
14,5,2025.03.26,이*아,아이폰을 인지못하는 유아동 유튜브키즈용으로 적합합니다.,"아이폰을 인지못하는 유아동 유튜브키즈용으로 적합합니다.
초등 고학년 이상 게임에 눈을뜨기 시작한 어린이분들이나 성인에게는 적합한 폰은 아니네요.
유튜브, 카톡, 문자, 전화만 사용한다면 딱 적합할듯합니다.
유심은 왠지 꺼림직해서 못넣고 있습니다.
와이파이용으로만 사용 예정입니다.",41.0,
15,5,2025.04.13,김*진,"업무용 폰으로 주문했는데 퇴근 후 신경을 안써도 되서 너무 좋네요. 카메라 성능은 생각보다 그럭저럭이고, 속도도 생각보다 조금 느리고 버벅이는게 있지만 메인폰이 아니라 쓸만해요. 가성비가 좋아서 만족합니다.","업무용 폰으로 주문했는데 퇴근 후 신경을 안써도 되서 너무 좋네요. 카메라 성능은 생각보다 그럭저럭이고, 속도도 생각보다 조금 느리고 버벅이는게 있지만 메인폰이 아니라 쓸만해요. 가성비가 좋아서 만족합니다.",2.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202504/13/8889300866696083118/358ca570-df4a-4d84-a3cf-800981bfa331.jpg
16,5,2025.02.02,김윤아,아이폰이 설 전날 고장  나서 당근으로 공폰을 구입 하여 하였으나 더 비싸서 쿠팡으로 구입했습니다.유심칩 여러번 끼워 성공 하였습니다.카메라 찍을 땐 구린데 사진첩에서 사진 보면 해상도 좋습니다.약간 느린 감이 있습니다만. 최선을 다해 실행 합니다 ㅎ사용하다 보니 액정디 커서 좋고진동 및 벨소리 괜찮습니다.^^아이폰에서 쓰지 못한 여러 기능들이 잇고 곧 잘 적응 하고 잇습니다 ㅎ ㅎ여러 기능 및 성능 면에서 좋습니다빨리 아이폰 고쳐서 아이폰으로 돌아가고 싶 ..,"아이폰이 설 전날 고장  나서 당근으로 공폰을 구입 하여 하였으나 더 비싸서 쿠팡으로 구입했습니다.
유심칩 여러번 끼워 성공 하였습니다.
카메라 찍을 땐 구린데 사진첩에서 사진 보면 해상도 좋습니다.
약간 느린 감이 있습니다만. 최선을 다해 실행 합니다 ㅎ
사용하다 보니 액정디 커서 좋고
진동 및 벨소리 괜찮습니다.^^
아이폰에서 쓰지 못한 여러 기능들이 잇고 곧 잘 적응 하고 잇습니다 ㅎ ㅎ
여러 기능 및 성능 면에서 좋습니다
빨리 아이폰 고쳐서 아이폰으로 돌아가고 싶 ..",,
17,3,2025.04.10,람스빠빠,보급형에 익숙한 분들은,"보급형에 익숙한 분들은 그보다 조금 더 좋은 폰이라 보면되고
상급 핸드폰에 익숙한분들은 답답하다 느끼실겁니다.
보급형 상급 딱 중간이라 보면되요
충전기도 자체 충전기 안쓰면 잘되지도 안구요
보안 어쩌구 저쩌구 떠요
보급형처럼 버벅이고 느린감은 있지만 보급형보단 쬐끔?빠른느낌
가격대비 그다지 싸다 생각하지 않아요
요즘 아이들 이폰으로 바꿔줬다 나쁘지 않은것 같다 리뷰들 있는데
이걸로 바꿔주면 후회합니다.
개인적으로  말하자면 별로입니다.
차라리 중고폰 상급으로 사는게 금액도 맞네요",9.0,
18,4,2025.04.04,주*숙,차량네비나 장난감으로,"차량네비로 데이터함께쓰기 유심꼽아 사용중인데,
네비보며  유튜브,웨이브보기는 화면이커서 좋습니다.
핸드폰으로사용하기에는 그리고 화면두드려서 켜지는기능이 없어서
버튼눌러야 켜집니다",2.0,
19,3,2025.07.03,김*령,아이용으로 샀어요,"아이가 좀 과격한 편이라 태블릿을 사주면
꼭 나중에 디스플레이가 깨지더라고요
순전 미도어용이어서 급했는데 덕분에 빨리 구매했어요
터치나 이동이 좀 스무스하지 않고 버벅대는 느낌은 있지만
화질도 좋고 투명케이스도 주고 좋아요
전반적으로 만족합니다",,
20,5,2025.03.09,투유맘S7,아들쓰라구,"초딩폰으로 샀는데용 좀 너무 크네요 ㅠ ㅠ 애기 손보다 두배
근데 성능도 좋고 괜찮아요 가격대비 ! 제가 홍미노트를 먼저 써서 레드미가 괜찮은거같아서 이걸로 사줬어요 잘쓸거같아용 ㅎㅎ",1.0,
21,5,2024.12.08,김*영,저희 아이 핸드폰이 깨져서 임시로 쓰는 핸드폰으로 샀어요~가격두 착한편이구 기본 전화 받는 용도로 쓰기에 괜찮았어요~화면두 큰 편이구 무게는 보통이에요~영상 화면도 나쁘지 않았구요~그냥 편하게 막 사용하기에 좋은 핸드폰인것 같아요~신랑두 샤오미를 오랫동안 사용했었는데 잘만 쓰면 꽤 오래 사용할 수 있더라구요~통화품질두 괜찮은 편이에요~,"저희 아이 핸드폰이 깨져서 임시로 쓰는 핸드폰으로 샀어요~
가격두 착한편이구 기본 전화 받는 용도로 쓰기에 괜찮았어요~
화면두 큰 편이구 무게는 보통이에요~
영상 화면도 나쁘지 않았구요~
그냥 편하게 막 사용하기에 좋은 핸드폰인것 같아요~
신랑두 샤오미를 오랫동안 사용했었는데 잘만 쓰면 꽤 오래 사용
할 수 있더라구요~
통화품질두 괜찮은 편이에요~",26.0,
22,5,2025.02.23,민*홍,네비게이션 용도로 구매했고 2번 써봤는데 문제 없었고요,s24도 네비게이션 문제 있다길래 그냥 쓰기로 했는데 괜찮은 것 같아요.,23.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202502/23/3492824442547958465/3042929a-4f50-4243-bda1-aef2f32f7b7a.jpg
23,3,2025.03.16,박*혁,네비게이션용으로 적당,실사용 목적으론 추천하지 않습니다.. 와이파이나 블루투스가 잘 안잡힐때가 있습니다. 모바일 네트워크나 문자기능을 쓰려면 처음에 설정을 만져줘야 하는것도 불편하고요. 시도때도 없이 뜨는 광고를 지우기 위해선 저장소에서 광고앱들을 다 지워줘야 합니다. 중국 전자기기를 많이 애용하는 편인데 폰은 아직 멀었다고 느껴지네요,1.0,
24,5,2025.03.22,김*성,게임용으로 사용 구매하시면 적당한 휴대폰입니다,게임용으로 사용 구매하시면 적당한 휴대폰입니다,41.0,
25,5,2025.03.16,이*희,부모님 효도폰,"속도는 빠르지 않지만
부모님 휴대폰으로 쓸 만합니다",2.0,
26,5,2025.01.01,최*희,가성비갑!!!,"아이선물로 사주었는데, 화면도 크고 카메라도 화질도 괜찮고 잘선택한 것 같아요, 기존 유심칩 빼서 장착했는데 인식도 바로 되어 사용가능하여 쉽게 변경가능해서 좋아요!!!",,
27,5,2024.11.28,신*혁,가성비 끝판왕 샤오미하면 가심비,"국내 제품에선 절대 나올수 없는!
만약 한국서 이정도 사양이면
절대 이가격 나알수 없음!!
한마디로 샤오미가 샤오미 했다!!
대륙의 실수라고 볼수 있음!!
매우 만족합니다!!!",9.0,
28,5,2024.12.30,임*완,가성비 자급제폰,화면큼직 카톡이나 유툽시청 그리고 인터넷검색정도만 한다면 아주 만족스러운 성능.,2.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202412/30/681948027904366847/54d5d876-ba07-4495-9e0f-f772ebdee048.jpg
29,3,2025.05.24,김*식,가성비는 좋음,"중국휴대폰은 스펙은 쓸만해 보이지만
써보면 정말 별로에요.
버벅거리고 굼뜨고 답답해요.",,
30,4,2024.11.20,이*은,매우 좋은 가격. 메인폰으론 비추,"안드오토용으로 샀는데 버벅임 심합니다. 느리다는 말
서브용으로도 답답합니다.
아이들 폰 얘기 많이 하시는데 노트급 크기라 아이들이? 글쎄요^^",1.0,
