rank,rating,date,user,headline,body,helpful_count,images
11,5,2024.07.29,박*휘,착한 가격 만듬세도 괜찮음,모니터를 만들던 회사가 아니라 불안하긴 했지만 가격 보고 구매 했습니다. 화질이 4k 보다 못해서 좀 아쉽긴 하지만 막상 받아보니 만족스럽습니다. 다만 영상 시청이 주목적이면 4k 이상이 좋을것 같습니다. 테스트 해보니까 문제 없이 잘 배송온거 같아요,31.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202407/29/4875808091959877444/3024c25c-9388-4767-bf29-b829d0a97a90.jpg
12,4,2024.08.18,김*석,"색감, 밝기, 제품 마감은 매우 훌륭합니다.다만 WTB, BTW 속도는 늦어 검정색 바탕에 흰 글씨 화면 스크롤 시 깜빡임이 있어 매우 불편하실 수 있습니다.저는 게임용으로만 사용하므로 관계없지만 구매에 참고 바랍니다.","색감, 밝기, 제품 마감은 매우 훌륭합니다.
다만 WTB, BTW 속도는 늦어 검정색 바탕에 흰 글씨 화면 스크롤 시 깜빡임이 있어 매우 불편하실 수 있습니다.
저는 게임용으로만 사용하므로 관계없지만 구매에 참고 바랍니다.",,
13,5,2024.09.27,황*일,좋은상품 감사합니다,노트북에 연결하여 사용하는데 노트북모니터 그래픽 대비 성능 속도 품질 모두 대만족입니다,,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202409/27/2192196479490261866/e5c70cbe-8460-4995-bdad-6989f6c27cba.jpg
14,5,2024.12.14,김*진,아주 좋아요!!!,"저는 아주 만족합니다!
막눈이긴 하지만 가격대비 너무 만족합니다!",20.0,
15,1,2025.01.27,김*석,왜 좋은 리뷰뿐이죠,"신중하게 샀어야 했는데 돈 날렸네요
판넬이  va입니다
잔상 미친 수준이고요 게임 돌릴 수준은 전혀 아닙니다
다나와 모니터 리뷰도 보고 잘 알아보고들 사세요
리뷰 생전 안쓰는데 처음 씁니다",9.0,
16,5,2024.07.30,원*두,가격대비 아주 좋음,가격대비 아주 좋음,4.0,
17,5,2024.08.14,박*우,정말 잘 샀다고 생각함.,정말 잘 샀다고 생각함.,,
18,5,2024.09.09,안*현,이정도 성능에 이가격대에서는 제일 마음에 드네요,엄청 고민하다가 구입했는데 마음에 듭니다,6.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202409/9/6478925529376825356/b97b79c1-0517-4a07-bdac-1af42df491ec.jpg
19,5,2024.09.19,이*관,문제없이 잘사용중입니다,문제없이 잘사용중입니다,2.0,
20,5,2025.01.02,김*기,제품 가성비 너무 좋습니다.,쿠팡 빠른 배송 감사헙니다,1.0,
21,3,2025.03.29,ZHE*********,스피카가 없다는 사실,스피커가 없다네요,31.0,
22,4,2024.07.19,정*승,색감이 좀 떨어집니다. 나머지는 가격대비 아주 만족,,,
23,5,2025.06.24,강*훈,,,,
24,5,2025.06.24,강*훈,,,,
25,5,2025.05.06,Nu9Na,,,,
26,5,2025.04.26,어쩌리구,,,,
27,5,2025.04.20,염*호,,,,
28,5,2025.04.09,케빈우드,,,,
29,5,2025.04.02,김*영,,,,
30,5,2025.03.22,김*진,,,,
31,5,2025.03.22,김*윤,,,,
32,5,2025.03.22,박*규,,,,
33,5,2025.03.13,정*식,,,,
34,5,2025.03.09,최*국,,,,
35,5,2025.03.06,권*열,,,,
36,5,2025.03.02,이*헌,,,,
37,5,2025.02.12,이*은,,,,
38,4,2025.02.05,최*희,,,,
39,5,2025.01.28,홍*철,,,,
40,5,2025.01.18,배*영,,,,
41,5,2025.01.11,김*현,,,,
42,5,2025.01.09,DHI*** *****,,,,
43,5,2025.01.07,가끔,,,,
44,5,2024.12.22,우*광,,,,
45,4,2024.12.20,윤*우,,,,
46,5,2024.10.22,BIA* ******,,,,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202410/22/2608202196264705374/0dae535b-e832-45c6-8101-3563f935a3a2.jpg
47,5,2024.12.08,신*훈,,,,
48,5,2024.12.08,SAN** *******,,,,
49,4,2024.11.30,정*환,,,,
50,5,2024.11.14,김*미,,,,
51,5,2024.11.11,Pak ********,,,,
52,5,2024.11.09,오*영,,,,
53,5,2024.11.07,Ravels207,,,,
54,5,2024.11.07,임*희,,,,
55,5,2024.11.02,김*용,,,,
56,5,2024.10.26,최*나,,,,
57,5,2024.10.19,현*영,,,,
58,5,2024.10.13,최*진,,,,
59,5,2024.10.11,김*현,,,,
60,4,2024.10.09,김*수,,,,
61,5,2024.10.08,슈샬,,,,
62,5,2024.10.05,전*영,,,,
63,5,2024.10.03,우하우나모,,,,
64,5,2024.10.03,이*진,,,,
65,5,2024.09.30,HAN *******,,,,
66,4,2024.09.19,rabbi,,,,
67,5,2024.09.17,최*호,,,,
68,5,2024.09.08,송*종,,,,
69,5,2024.09.07,박*우,,,,
70,5,2024.09.05,황**탄,,,,
71,5,2024.09.01,권*준,,,,
72,4,2024.08.18,이*욱,,,,
73,4,2024.08.16,서*이,,,,
74,5,2024.08.06,이*민,,,,
75,5,2024.08.04,차*우,,,,
76,4,2024.07.18,이*민,,,,
77,5,2024.07.16,이*준,,,,
78,5,2024.07.05,양*희,,,,
79,5,2024.07.05,유*형,,,,
