rank,rating,date,user,headline,body,helpful_count,images
11,5,2024.02.18,Samplejoa,아이패드인 척 하는 안드로이드 태블릿 같음소리나 디스플레이 등은 가격대비 좋은 품질 같습니다배터리도 꽤 오래가는 편이고.. 그러나 전작대비 스펙업은 적은 편인데 가격이 오른건 좀 아쉽습니다,"아이패드인 척 하는 안드로이드 태블릿 같음
소리나 디스플레이 등은 가격대비 좋은 품질 같습니다
배터리도 꽤 오래가는 편이고.. 그러나 전작대비 스펙업은 적은 편인데 가격이 오른건 좀 아쉽습니다",16.0,
12,5,2024.07.19,손*욱,"음질 너무 좋고 화질이며 부족함이 없이 영상 시청용, 청취용으로 적합합니다 살지말지 고민이시라면 고민없이 사시는걸 적극 추천드립니다","음질 너무 좋고 화질이며 부족함이 없이 영상 시청용, 청취용으로 적합합니다 살지말지 고민이시라면 고민없이 사시는걸 적극 추천드립니다",9.0,
13,4,2023.10.05,김*연,소리는 조금 아쉽지만 나머진 엄청나다,"가볍고, 얇고, 화면 밝고, 화질 좋습니다
소리는 일정 수준은 해주는데 약간 아쉽습니다.",9.0,
14,5,2023.10.12,차*호,가격대비 아주 만족스럽습니다,화질좋고 음량 짱짱하고 넷플 유투브 머신으로 이주 좋네요 ㅎㅎ,15.0,
15,5,2024.05.02,김*영,가성비 좋아요,배송도 빠르고 포장꼼꼼하게 잘 도착했습니다,10.0,
16,5,2023.10.15,박*철,최고의 가성비 입니다.,,,
17,5,2023.12.26,최*일,배터리가 좀 아쉽지만 음향 속도 화질 만족합니다,원신 유튜브 잘 돌아갑니다,14.0,
18,5,2023.09.08,스카이비,,,,"https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/8/2388632168153664192/4bf97788-84a4-4be6-b6ab-35c13d31c0c4.jpg,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/8/2388632168153664192/396ef9cf-eb01-4cba-98e3-c1bd5c4029a2.jpg,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/8/2388632168153664192/743be214-7725-43f3-96be-3ab6b8754bfc.jpg,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202309/8/2388632168153664192/748cf07f-23d3-4bf4-a2b8-7b9fce4b0b62.jpg"
19,5,2025.04.17,이*택,,,,
20,5,2025.04.11,응기잇1134,,,,
21,5,2025.04.05,유*민,,,,
22,5,2025.03.07,윤*한,,,,
23,5,2025.02.20,Sub**** ***** *******,,,,
24,5,2025.02.15,송*환,,,,
25,5,2025.02.07,김*균,,,,
26,5,2025.02.02,최*환,,,,
27,5,2025.02.02,여름이111,,,,
28,5,2025.01.31,미니곰님,,,,
29,5,2025.01.31,안*한,,,,
30,5,2025.01.15,LIM *******,,,,
31,5,2025.01.06,Nur******,,,,
32,5,2025.01.03,굿애프터눈,,,,
33,5,2025.01.01,RAI ******,,,,
34,5,2024.12.26,구*정,,,,
35,5,2024.12.21,손*아,,,,
36,5,2024.12.09,GAF******** ***********,,,,
37,5,2024.12.05,Ali******* **********,,,,
38,5,2024.10.07,Kya* *** ** *****,,,,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202410/7/4940570788499633666/68c1e350-9932-4fb6-bf51-09734342a9ea.jpg
39,5,2024.11.26,Min ***** ****,,,,
40,5,2024.11.23,손*익,,,,
41,5,2024.11.08,SOE **** ****,,,,
42,5,2024.10.25,카카2034,,,,
43,5,2024.10.23,성*혁,,,,
44,5,2024.09.28,Mir**** ******** *********** ****,,,,
45,5,2024.09.19,김*호,,,,
46,5,2024.08.04,PRA***** ***** ***,,,,
47,5,2024.07.13,IST***** * ****,,,,
48,4,2024.07.07,이*동,,,,
49,5,2024.06.27,조*훈,,,,
50,5,2024.06.10,코코넛0617,,,,
51,3,2024.02.29,허*,,,,
52,2,2024.02.02,정*승,,,,
53,5,2024.01.10,문*성,,,,
54,5,2024.01.07,딩글딩글,,,,
55,5,2024.01.01,유*열,,,,
56,5,2023.12.24,Dev****** ******,,,,
57,5,2023.12.16,전*혜,,,,
58,5,2023.12.06,박*형,,,,
59,3,2023.11.30,최*석,,,,
60,5,2023.11.22,박*성,,,,
61,5,2023.11.20,야부야부,,,,
62,5,2023.11.20,김*,,,,
63,5,2023.11.15,민*원,,,,
64,5,2023.11.15,안*태,,,,
65,5,2023.11.14,손*원,,,,
66,5,2023.11.12,함*주,,,,
67,5,2023.11.11,김*영,,,,
68,5,2023.11.09,조*현,,,,
69,5,2023.11.08,박*재,,,,
70,4,2023.11.06,Ti ******** **********,,,,
71,5,2023.11.05,이*우,,,,
72,5,2023.10.29,Hoa** *** ****,,,,
73,4,2023.10.27,hoa** *** ****,,,,
74,5,2023.10.18,FAU** ***** ****,,,,
75,5,2023.10.17,강*훈,,,,
76,4,2023.10.17,오*석,,,,
77,1,2023.10.16,허*영,,,,
78,5,2023.10.15,김*훈,,,,
79,5,2023.10.15,푸른채색,,,,
80,4,2023.10.15,김*현,,,,
81,4,2023.10.15,명*호,,,,
82,5,2023.10.06,오*현,,,,
83,5,2023.10.05,김*건,,,,
84,5,2023.10.05,강*형,,,,
85,5,2023.10.02,봄봄봄이야,,,,
86,5,2023.09.26,송*수,,,,
87,5,2023.09.26,강*규,,,,
88,5,2023.09.26,빵빵숫총각,,,,
89,5,2023.09.25,강*경,,,,
90,5,2023.09.23,이*우,,,,
91,5,2023.09.22,주*민,,,,
92,5,2023.09.16,서*민,,,,
93,5,2023.09.15,TRA*********,,,,
94,5,2023.09.13,정*복,,,,
95,2,2023.09.12,김*훈,,,,
96,5,2023.09.12,지*호,,,,
97,5,2023.09.10,Pak *******,,,,
98,4,2023.09.10,구매구매왕,,,,
99,5,2023.09.09,박*식,,,,
100,5,2023.09.09,오*진,,,,
