rank,rating,date,user,headline,body,helpful_count,images
11,1,2024.08.28,차*준,WIFI 5 ghz 대역 안쓰시는분만 구매하세요.,"WIFI 5 ghz 대역은 사용이 불가능함.
근 2달간 테스트 및 공장 초기화를 진행하여 서비스센터에 문의해 보니 해당 모델은 와이파이가 2.4 ghz 대역은 정상 속도를 유지하나 5 ghz대역에 대해서는 연결 이후 속도가 현저히 떨어지는 문제가 발생하나 이후 업데이트로 고쳐질 상황이 아니라고 함.",31.0,
12,5,2024.07.28,윤*균,가성비로는 괜찮은 듯..,"조금 느리긴 한데..
이 가격에 이 정도면 뭐...
별점 5개 가능합니다.",54.0,"https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202407/28/2660820663283556504/3dae05e8-975a-4f13-889f-3261defb610a.jpg,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202407/28/2660820663283556504/f4fe0ced-3c0b-495b-ad4d-ecccee2facfb.jpg"
13,5,2023.12.31,마*민,이정도 품질이면 쓸만하네요,"s사는 비싸서 엄두도 못내고 있었는데
초등학생 게임용으로 샀는데 좋냐고 물어보니까
빠르기만 빨라졌는데 이러네요 그래서  제가 빠른게 좋은거지 이러니까 아무말없이 게임만 하네요 옛날 중국 제품이 아니에요
이정도 가격에 스팩이면 아주 만족 합니다",38.0,
14,5,2025.01.30,정*윤,아들꺼라서,용돈으로 사달라고 들들 볶여서 구입해줬는데 쟌쓰고 있네요,1.0,
15,4,2025.01.02,김*성,가성비 태블릿!!!!,"1.가성비는 좋은거 같다.
2.사용 패턴이 중국이라 조금 다르다.
3.그 외 사운드는 4면이라 좋다.
나름 만족한다!",2.0,
16,4,2024.01.10,쿠팡실구매자,가성비 좋은 샤오미,"타 사이트 대비해서도 쿠팡이 저렴하네요
다른 태블릿 쓰다가 써보니 가격 대비 성능은 괜찮은거 같아요.
아직 손에 덜 익어서 그런지 불편한데 시간이 지나면 괜찮을 것 같아요.
써보고 몇 달 뒤에 후기 작성해볼께요",27.0,
17,5,2024.10.11,옹*환,가성비 좋아요,"화질은 보통이지만
11인치 화면은 좋아요.
성능도 좋아요.
무게도 적당해요.
개인적으로는 유사 가격대의 레노버 p12 pro보다 이게 더 좋네요.",6.0,
18,4,2024.01.13,이*윤,"제가 그 전에 아이패드 에어를 썼는데, 용량 때문에 <원신>, <붕괴: 스타레일>, <쿠키런: 킹덤>을 하는데 무리가 있었습니다. 그래서 제가 샤오미 패드를 산 것입니다.(아이패드 펜슬은 충전이 필요하나, 샤오미 펜슬은 충전할 필요가 없습니다.)","제가 그 전에 아이패드 에어를 썼는데, 용량 때문에 <원신>, <붕괴: 스타레일>, <쿠키런: 킹덤>을 하는데 무리가 있었습니다. 그래서 제가 샤오미 패드를 산 것입니다.(아이패드 펜슬은 충전이 필요하나, 샤오미 펜슬은 충전할 필요가 없습니다.)",3.0,
19,5,2024.02.24,ISTJ사실,부모님이 큰 패드를 보고싶어해서 구매했어요큰화면으로 카톡과 인터넷을 보고싶단 단순 이유였는데선물해드리니 너무 좋아하시네요가격대비 핸드폰과 흡사하게 저렴하면서도 성능은 놓치지않게잘 된 제품 같네요,"부모님이 큰 패드를 보고싶어해서 구매했어요
큰화면으로 카톡과 인터넷을 보고싶단 단순 이유였는데
선물해드리니 너무 좋아하시네요
가격대비 핸드폰과 흡사하게 저렴하면서도 성능은 놓치지않게
잘 된 제품 같네요",16.0,
20,3,2024.01.09,문러버스,가성비애 그냥 쓸만함 재구매 생각없음메모리 8G 256G기존 겔탭s5e 6G 128G 쓰다가 a's센터에서 수리비40달래서 구입한건데삼성것만 써서 그런지 사용불편함집안구석에서 방치중 ...,"가성비애 그냥 쓸만함 재구매 생각없음
메모리 8G 256G
기존 겔탭s5e 6G 128G 쓰다가 a's센터에서 수리비40달래서 구입한건데
삼성것만 써서 그런지 사용불편함
집안구석에서 방치중 ...",1.0,
21,5,2024.04.04,화니몽,영상 보는 용으론 딱,"저는 뭐 다양하게 사용하려고 산게아니고
영상 시청용으로 산건데 딱 좋아요
너무 비싸지도않고 만족스럽습니다!!!
가성비템을 찾으신다면 구매하시는거 추천합니다",31.0,
22,5,2024.06.11,단공자,가성비짱. 고장없어야 될텐데,"사양도 좋고 가볍고 좋으네요.
램이 8+3기가로 뜨는데 3기가 보너슨가요.
가성비 최고인데 고장없이 오래 쓸수 있냐가 관건이겠네요.",54.0,
23,5,2024.05.31,양*호,아이패드미니3쓰다가이거 쓰니까 넘 빠릿하고 좋음애기들이 좋아할거 같음,"아이패드미니3쓰다가
이거 쓰니까 넘 빠릿하고 좋음
애기들이 좋아할거 같음",38.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202405/31/1060610161352051999/e5ac7993-4e43-4242-a7cf-2a8f08ddd853.jpg
24,5,2024.01.08,서*매,구매후기,아이사용으로 구매했습니다  가격대비 좋아요   아쉬점은 ebs초등 다운불가  ㅠㅠ 다른거 다만족합니다,1.0,
25,1,2024.08.28,권*민,돈 버림,"게임하려고 구매했는데 렉,버벅임,터치 잘안먹음.. 게임하려고하는분은 절대 구입하지마세요 돈버림.",2.0,
26,5,2024.05.13,뱅덜,아주 맘에 들어요바로 보호필름.케이스도 샀네요,"아주 맘에 들어요
바로 보호필름.케이스도 샀네요",27.0,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202405/13/8033563633507524549/45925629-b814-41d1-936e-aa147651f609.jpg
27,5,2023.12.24,김*량,본토 중국 알리익스프레스보다 3~4만원 싸요. 최고예요^^,본토 중국 알리익스프레스보다 3~4만원 싸요. 최고예요^^,6.0,
28,4,2024.01.10,박*천,삼성만 쓰다가...음.. 애들 장난감용으로 좋아요,,,
29,4,2024.07.11,박*선,만족합니다만족합니다만족합니다,만족합니다만족합니다만족합니다,16.0,
30,5,2024.05.02,신*문,"빠른 배송, 사용함에 아주 좋네요","빠른 배송, 사용함에 아주 좋네요",1.0,
31,5,2024.08.28,송*걸,좋아요,잘사용중,31.0,
32,5,2023.12.07,어*,주문한 대로 정확하게 우수한 품질의 제품.,주문한 대로 정확하게 우수한 품질의 제품.,54.0,
33,5,2024.04.02,김*아,괜찮고 마음에 들어요,,,
34,4,2024.01.07,박*기,빠른배송 감사합니다,빠른배송 감사합니다,1.0,
35,5,2024.04.28,TA **** ***,,,,"https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202404/28/5505283516044469896/1c681aa1-ece2-4b0b-bd89-bfe3a9de5660.jpg,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202404/28/5505283516044469896/f8fba884-34e4-4816-9a42-0494682542c5.jpg,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202404/28/5505283516044469896/42bb874a-391f-4cee-aeda-4e0f9684fd58.jpg,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202404/28/5505283516044469896/757ceb24-4a9f-458c-af84-647cd7b5b638.jpg,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202404/28/5505283516044469896/50bdb976-fb00-48d8-9e55-04a6cea3f260.jpg"
36,5,2025.07.01,멕시,,,,
37,5,2025.06.11,노*,,,,
38,5,2025.06.09,Ngu*** **** ***,,,,
39,5,2025.05.25,김*환,,,,
40,5,2025.05.23,김*우,,,,
41,5,2025.05.21,PHA************,,,,
42,5,2025.05.12,김*,,,,
43,5,2025.05.08,TWE****** *******,,,,
44,5,2025.04.20,DAR**** *****,,,,
45,5,2025.03.29,이*규,,,,
46,5,2025.03.16,YAK****** *********,,,,
47,5,2025.02.19,해피해리,,,,
48,5,2025.02.16,NUG**** ******* ****,,,,
49,5,2025.02.03,LIC*******,,,,
50,5,2025.01.30,이*성,,,,
51,5,2025.01.24,장*석,,,,
52,5,2025.01.22,안*찬,,,,
53,5,2025.01.08,Jin*******,,,,
54,4,2025.01.03,이*철,,,,
55,5,2024.12.28,Pit**,,,,
56,5,2024.12.24,닉넴나야나,,,,
57,5,2024.12.20,문*경,,,,
58,5,2024.12.20,이*갑,,,,
59,5,2024.12.12,ZHA** *******,,,,
60,4,2024.12.07,이*록,,,,
61,3,2025.05.19,PAT*** *****,,,,
62,5,2024.10.30,이*묵,,,,
63,5,2024.03.28,임*라,,,,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202403/28/335759694644594280/c6421944-af2a-4325-b688-fcf5eb8e3a74.jpg
64,5,2024.09.24,JIN*******,,,,
65,5,2024.09.22,이*로,,,,
66,5,2024.09.21,윤*진,,,,
67,5,2024.09.19,현*길,,,,
68,5,2024.09.10,0유애나0,,,,
69,5,2024.09.05,김*태,,,,
70,5,2024.09.01,김*영,,,,
71,5,2024.08.22,나벨,,,,
72,5,2024.08.15,김*원,,,,
73,5,2024.08.12,백*호,,,,
74,5,2024.08.06,김*수,,,,
75,5,2024.08.05,PAK ****** ***********,,,,
76,5,2024.08.04,,,,,
77,5,2024.07.29,JIN*****,,,,
78,5,2024.07.29,김*경,,,,
79,5,2024.07.25,또*,,,,
80,5,2024.07.24,장*명,,,,
