rank,rating,date,user,headline,body,helpful_count,images
11,5,2025.03.28,두주나,소리가 크고 흡입력이 좋아요,"소리가 크고 먼지통이 투명해서 볼 수 있어서 좋아요.
흡입력이 진짜 좋아요.. 소리가 커서 놀랬는데 만족스러워요..!
잘샀습니다 진짜.. 그리고 먼지 빨린거 보고 경악했어요..
근데 소리가 진짜 커요.. 노캔 뚫을듯..",1.0,
12,5,2025.01.25,서*훈,성능 좋아요.!,"침구가 깨끗해 지는것 같아서 좋아요.! 좀 묵직한데, 그만큼 흡입력이 좋은것 같고, 열풍도 되어서 깨끗하게 침구 관리가 되는것 같아요. 묵직하게 무게감이 있지만 사용하는데 불편하지 않아요.
오자마자 사용해봤는데 먼지흡입한 양입니다.",7.0,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202501/25/8979961803404405088/85703357-1144-4bd5-890a-7842c9d484e1.jpg
13,5,2025.03.11,경*숙,"샤오미 먼지 진드기 진공 청소기 MJCMY02KR, 화이트편리하고 간편합니다","샤오미 먼지 진드기 진공 청소기 MJCMY02KR, 화이트
편리하고 간편합니다",3.0,
14,5,2025.01.24,애인주세요,그냥사세요,"먼지 빨아들이는거 보면 진작 살걸하고 생각이 듭니다.
매트리스 한번 밀어보세요. 그냥  속았다 생각하시고 사용한번 해보세요",2.0,
15,3,2025.02.09,당신바라기,만족함,"10년전 출시된 침구청소기를 계속 사용했는데
이걸로 바꿨어요
장점
1. 가격이 저렴하다
2. 두드림판이 3개이다
3. uv,열풍 되고
4. 먼지도 직관적이게 잘 보임
단점
1. 흡입력이 기존것보다 쎄서 그런건지
롤링이 쉽진 않네요
2. 가동시 냄새 나요 (냄새때문에 별점 뺐어요)",,
16,3,2025.06.18,박*현,머리카락이 흡입이 잘 안되네요 그래서 이런 강도오 진드기는 빨아들이나 싶고ㅜ,머리카락이 흡입이 잘 안되네요 그래서 이런 강도오 진드기는 빨아들이나 싶고ㅜ,,
17,5,2025.04.14,박*송,220v라서 돼지코 안끼움,먼지도 많이 잘 제거되어서 만족스러움,1.0,
18,5,2025.06.01,mellong,침대에 이렇게 많은 먼지가 있을줄은.. 넘 좋습니다,,,
19,5,2025.06.17,조*석,,,,
20,5,2025.06.17,배*영,,,,
21,5,2025.05.21,김*철,,,,
22,4,2025.05.18,성*철,,,,
23,5,2025.05.07,쿠중독러팡,,,,
24,5,2025.04.28,잇깅깅깅,,,,
25,5,2025.04.25,박*영,,,,
26,5,2025.04.15,유*훈,,,,
27,5,2025.04.08,닉넴없네,,,,
28,5,2025.04.04,박*휘,,,,
29,5,2025.03.24,염*환,,,,
30,5,2025.03.12,이*우,,,,
31,5,2025.03.11,김*수,,,,
32,5,2025.03.07,강*,,,,
33,4,2025.03.04,조*철,,,,
34,5,2025.03.02,쿠팡실구매자,,,,
35,5,2025.02.23,박*자,,,,
36,5,2025.02.14,XU ********,,,,
37,5,2025.02.13,김*희,,,,
38,5,2025.01.27,박*영,,,,
39,5,2025.01.25,니나노냐냔,,,,
40,4,2025.01.12,박*옥,,,,
41,5,2025.01.06,장*식,,,,
42,3,2025.06.24,이*숙,,,,
43,3,2025.05.15,이*민,,,,
44,1,2025.07.01,하늘동안,,,,
