rank,rating,date,user,headline,body,helpful_count,images
11,5,2024.10.08,윤*우,가성비모델은 이겁니다,"집에 갤럭시탭s8울트라와 A8이있는데 울트라는 어지들고다니면서 필기하기 참 너무크죠 14.6인치;;필기감은 쵝오입니다 A8빽업으로 쓰다가 이젠너무작아 방치 울트라를팔고 적당한게뭐있지보다 As,정발 한글, 사용성,스피커4개, 업데이트지원 번인걱정없는 Lcd,찾다 이모델이 가장 적합하여 구매했습니다.인치만좀더커져서 12.7이나 13인치면 진짜 딱인대 조금아쉬웠네요 마지막까지 샤오신이랑 비교했지만 이만하면 영상에 간단한 필기 휴대성은 s9fe보다 가성비좋은거같습니다. 다만 하이퍼os처음써서 갤럭시에 적응되있는 사용 패턴이 달라 좀더 적응해야할거같네요 맘에드는게 업데이트도 해주니 엄청난 게임돌리는거 아니고서야 참 맘에듭니다.
아! 그런데 민트 그린 이거 그린을 왜넣었는지 첨에보고 잘못온줄알았네요 그냥 실버색상입니다;; 그린색이 없어요 참고요",24.0,
12,5,2024.08.18,강*성,만족,"너무 만족스럽네요
솔직히 아이패드나 갤패드 등 비싼건 안써봐서 모르겠지만 속도도 빠르고 영상도 끊김없고(다만 유튭 2배속은 영상마다 다르긴한데 끊기긴함)
패드로 티빙이랑 유튭 보니까 노트20 울트라 화면이 작다고 느껴져요 ㅋㅋ
방치형 게임도 돌려봤는데 끊김없이 잘 되더라구요 물론 게임용은 아닌지라 발열이 있긴 한데.. 주로 영상시청용으로 산거라 제 입장에선 문제가 안되더라구요
반글화? 그런거 안해도 돼서 사자마자 바로 사용할 수 있던것도 맘에 들었습니다 :)
베터리도 오래가요 자기전에 충전기 꼽아두고 냅두는데 퇴근하고 잘때까지 틀어놔도 충분한 정도에요. 베터리 보호모드 켜놔서 77~78퍼 정도로 충전돼있는데 방전날일은 없을 것 같아요
중국제품이라 선입견이 있었는데 이참에 마인드가 좀 바뀐거같네요",23.0,
13,5,2025.05.18,정*숙,증국산치고질만들어지제품,왠만한높은가격의태블릿못지않네요성능도그렇고디자인도가격도괜찮네요대륙의실수가아닌잘만든제품이네요,10.0,
14,5,2025.04.06,김*자,가격대비 좋아요~~~,"아기 동화보여주려구 레노버꺼랑 두개중 고민하다가
샤오미꺼로 선택했어요
12인치라 무지크네요 범퍼케이스까지 끼니까 더커보여요
생각보다 무게는 그렇게 무겁지 않아요
고속충전도 되어서 충전도 빨리빨리 되니까 편합니다
가끔 동화영상 틀어줄때 쓰려구요
가성비 좋은제품입니다!",3.0,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202504/6/5059754009306588289/8946f222-8911-4ecf-9469-692cfab0557c.jpg
15,5,2025.02.22,Thu*** *** ****,Good,너무 편하고 online 의 배우는 거다 쓸 수 있어요,13.0,"https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202502/22/3357598616258409058/1d484db1-fb66-4279-9e30-670c81bcba8f.jpg,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202502/22/3357598616258409058/9f33b12e-b108-410d-8ac5-88cb4c04e65f.jpg"
16,5,2024.07.21,안*준,좋은 제품 입니다.,"샤오미 팬에게는 HyperOS 태블릿으로써 충분히 매력있는 제품입니다. 디스플레이 품질이 특히 마음에 들고, 퍼포먼스도 고사양을 요구하는 게임들을 제외하면 그렇게까지 딸리지 않는듯. 하지만 GPS가 내장되어있지 않은 점, 지문인식 등의 기능이 없는점, 생각보다 배터리의 용량이 적은 점. 샤오미의 최신 제품 치고 최대 충전속도가 33W로 다소 느린점이 아쉽습니다.",,
17,5,2024.08.14,김*성,대박 제품!!!   적극추천!!!,"대박!!!   가격 대비 대박입니다.
화질 굿!!!    화면도 커요..
기대 이상~~
너~~~~~~~~무     좋아요..    적극 추천!!!
적극 추천합니다~~
••• 북 커버 및 강화유리는 별도 구매해야 하나, 쿠팡에 저렴하게 올라와 있어서 같이 구매했는데요..  3가지 다 다음날 무료 로켓배송으로 수령했어요.    대박입니다.",,https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202408/15/3232944884057403916/ffd67276-75ef-40d9-8fc9-5c26894806a6.jpg
18,3,2025.06.06,구*준,24년 6월 제조된 상품이라 그런지는 몰라도 배터리가,"배터리가 그냥 살살 녹는 느낌
유튜브 리뷰 보면 원래 그런 건가 싶기도 함
집에 박아두고 영상 보기에는 좋은 듯
정발 영상용 싼 태블릿에서는 최고의 선택 아닐까 함",,
19,5,2024.07.16,이민연,샤오미 ~~,"처음 받고 기기 연결 할 때
기존에 쓰고있는 갤탭이나 사과를 한개 더 살걸 아주 후회했습니다
하지만 잘 연결하고나니
샤오미가 참 가성비 갑 이구나 생각듭니다
편하게 아이 쓰려고 샀는데
만족합니다
화질도 좋고
화면도 크고 영상이나 학습기 사용으로 만족합니다
^^",10.0,
20,5,2025.02.02,하늘구름들,저렴하고 사용하기편한데 조금더 사용후 다시 올리겠습니다,저렴하고 사용하기편한데 조금더 사용후 다시 올리겠습니다,,
21,2,2025.06.05,이*민,집에서 유튜브나 OTT만 볼거라 갤럭시나 아이패드는 너무 비싸서 가성비 태블릿 검색하다가 미패드가 평이 젤 좋아서 구매하였습니다. 그런데 처음에도 무슨 에러가 자꾸나서 시스템 시작하는데 거의 한시간 걸리고 앱하나 설치하는데 한 세월 유튜브 라이브 재생 완전 끊기고 화질 엉망....가격이 저렴하니까 뭐 이해는 해야겠지만 평이 왜 좋은지 모르겠네요...,집에서 유튜브나 OTT만 볼거라 갤럭시나 아이패드는 너무 비싸서 가성비 태블릿 검색하다가 미패드가 평이 젤 좋아서 구매하였습니다. 그런데 처음에도 무슨 에러가 자꾸나서 시스템 시작하는데 거의 한시간 걸리고 앱하나 설치하는데 한 세월 유튜브 라이브 재생 완전 끊기고 화질 엉망....가격이 저렴하니까 뭐 이해는 해야겠지만 평이 왜 좋은지 모르겠네요...,24.0,"https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202506/5/7633510107852499094/7ea91234-ae81-4c2d-a005-c592445867d1.jpg,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202506/5/7633510107852499094/323ce537-c38b-4f32-b20c-06e3f78cad02.jpg"
22,5,2024.08.28,진*이,가성비 패드 끝판왕,"갤럭시, 아이패드도 좋지만
그에 준하는 성능 지닌 샤오미 패드
가성비 면에서 이미 압살
유튜브 영상편집 , 블로그 하는데 전혀 불편함 없음
한글 버전 선택할 수 있음.",23.0,
23,5,2024.10.07,최*솔,"아주 가볍고요,","아주가볍고 두께가 얇아서 좋은데요, 화면이 반사율이 높아용",10.0,
24,1,2025.02.17,어드밴스드,배송이 엉망임,"뽁뽁이 등의 보호 포장지 하나 없이
그냥 큰 상자에 제품만 덜렁 옴.
포장하는 직원들 제발 생각 있는 인간들로 쓰세요..
40만원 가까이 하는 물건을
이따구로 보내는 데는 쿠팡뿐임.
그대로 반품하려다 기다리기 짜증나서 참습니다.
진짜 똑바로 일하셈",3.0,
25,4,2024.07.30,박*남,그가격에 딱그만큼,,,
26,5,2025.04.19,이*자,케이스를 따로 구매한 것만 빼면 가격대비 만족요,케이스를 따로 구매한 것만 빼면 가격대비 만족요,,
27,5,2025.06.01,노*욱,게임 빼고 사용하기 너무 좋음,,,
28,3,2025.03.07,따뜻한물,큰기대.?,35만원 이구나 생각하고 구입하세요.,,
29,5,2024.08.28,강*영,갓팡은,제가 살아있을때까지 있어야 합니다,10.0,
30,5,2025.03.21,Tes**,sealed with the charger (USB C) but without a pen or a cover256Gogood sound qualityworks wellbattery looks good,"sealed with the charger (USB C) but without a pen or a cover
256Go
good sound quality
works well
battery looks good",,"https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/12959715-67de-4d63-b322-ef07ff3e5072.jpg,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/d76b3e54-8e37-4147-a52e-b159f9f09747.jpg,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/8d8f6623-9281-4726-9807-e9e067440eae.jpg,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/769f51a2-e7cf-4718-90ad-165282816860.jpg,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/d10ced0d-20b2-49cb-b6da-ef09b6238a96.jpg,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/b48174ef-d3c4-4d46-926f-3487a54eea66.jpg,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/1a58d7ad-048a-458d-b473-909a55938e70.jpg,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/7f2ba89b-f21b-4ca6-8ccf-d3616323d784.jpg,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/b7169117-e18f-4ed8-bdad-a6b6b9314e3b.jpg,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202503/21/7796816148933151146/141c2a27-8d1b-4fb9-9cd2-807c48907d8a.jpg"
31,5,2025.06.29,대런,,,,
32,5,2025.06.28,날쌘남,,,,
33,5,2025.06.16,Yon***** ******,,,,https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202506/16/2960450822547414065/30067822-e4e2-432b-be54-4b86a535cddc.jpg
34,5,2025.06.20,WIJ******* ************* ****** ******,,,,
35,5,2025.06.19,최*영,,,,
36,5,2025.06.16,이*원,,,,
37,5,2025.06.14,원*연,,,,
38,5,2025.06.12,박*영,,,,
39,5,2025.06.11,행복화령,,,,
40,5,2025.06.11,조*일,,,,
41,5,2025.06.03,최*선,,,,
42,5,2025.06.01,김*준,,,,
43,5,2025.05.31,윤*혁,,,,
44,5,2025.04.21,Flu****** ******,,,,"https://thumbnail7.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202504/21/4967260628442471853/79a57114-258f-4769-835e-6fa16642d01d.jpg,https://thumbnail8.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202504/21/4967260628442471853/d0810e82-32a7-4761-b64d-200179de577c.jpg"
45,5,2025.05.24,강*원,,,,
46,5,2025.05.22,일단사고봐,,,,
47,5,2025.05.18,정*화,,,,
48,5,2025.05.18,김*후,,,,
49,5,2025.05.14,Joybear,,,,
50,5,2025.05.10,김영욱,,,,
51,5,2025.05.06,IHW** *********,,,,
52,5,2025.05.03,허*석,,,,
53,4,2025.05.02,윤*호,,,,
54,5,2025.04.29,양*호,,,,
55,5,2025.04.29,RON*** ********,,,,
56,5,2025.04.29,TOR***** ********,,,,
57,4,2025.04.28,조*윤,,,,
58,5,2025.04.27,NAN ******,,,,
59,5,2025.04.27,조*빈,,,,
60,5,2025.04.19,Naz** ******,,,,
61,5,2025.04.09,김*현,,,,
62,5,2025.04.07,Yun ******* **********,,,,
63,5,2025.04.06,장*화,,,,
64,5,2025.04.06,LI ****** ***********,,,,
65,5,2025.04.05,서*현,,,,
