rank,rating,date,user,headline,body,helpful_count,images
11,5,2025.06.23,구름,가성비,"만족도가 정말 높은 제품입니다 !
제 밥친구로 잘 쓰고 있어요.",46.0,
12,4,2025.02.12,강*지,"외출시에 갖고다닐만한 이북 리더기를 알아봤는데 생각보다 가격이 좀 나가네요.그 와중에 이 제품도 같이 뜨길래 비교해보니 아무래도 이 제품이 가격대비 사용성이 좋을 것 같아 구매했습니다.사이즈는 딱 적당하게 좋은데 크기에 비해 살짝 무거운 느낌이지만 휴대하기 나쁘지않아요.겉부분이 언뜻 알루미늄처럼 보이는데 만져보니 금속 재질은 아니고 플라스틱 느낌입니다.이북 외에도 ott와 음악 감상,간단한 웹서핑도 가능해서 좋고 고사양 게임 돌릴거 아니면 무난하게 사용 잘 됩니다.기본 램이 4기가인데, 저장 용량에서 최대 4기가를 더 가져와 가상 램으로 돌릴 수 있다는게 좋네요.안드로이드 기반이지만 UI가 갤럭시 쪽과 조금 차이가 있어서 조작감이 어색한데 차차 익숙해지겠죠.","외출시에 갖고다닐만한 이북 리더기를 알아봤는데 생각보다 가격이 좀 나가네요.
그 와중에 이 제품도 같이 뜨길래 비교해보니 아무래도 이 제품이 가격대비 사용성이 좋을 것 같아 구매했습니다.
사이즈는 딱 적당하게 좋은데 크기에 비해 살짝 무거운 느낌이지만 휴대하기 나쁘지않아요.
겉부분이 언뜻 알루미늄처럼 보이는데 만져보니 금속 재질은 아니고 플라스틱 느낌입니다.
이북 외에도 ott와 음악 감상,간단한 웹서핑도 가능해서 좋고 고사양 게임 돌릴거 아니면 무난하게 사용 잘 됩니다.
기본 램이 4기가인데, 저장 용량에서 최대 4기가를 더 가져와 가상 램으로 돌릴 수 있다는게 좋네요.
안드로이드 기반이지만 UI가 갤럭시 쪽과 조금 차이가 있어서 조작감이 어색한데 차차 익숙해지겠죠.",33.0,
13,5,2025.01.06,김*진,레드미 패드se 11인치 구매한지 오래안됐는데 들고서 이북 볼려고하니 무거워서8인치대 태블릿 찾다가 저렴하길래 구매해봤습니다.기존에 아이뮤즈 패드 T8 이랑 갤럭시탭 A7라이트 사용했었는데 2제품 모두 램3기가라 전원 켜딜때랑 앱실행속도 느렸었는데 레드미 제품은 빠르네요~개발자 옵션좀 만져주고 램확장 4기가로 설정 해주니 속터질만큼 느리진 않습니다.블루라이트 기능도 있고 종이질감 모드도 있어서 책보기 편합니다.트리 오브 세이비어: 네버랜드 모바일 게임 하는데 발열은 좀 있지만 렉도 없고 튕기거나 하지도 않고 게임도 잘돌아 갑니다.핸드폰이나 다른 태블릿 기종에는 없는 배터리보호모드 (80% 충전) 설정에 있던데 이건좀 너무 하네요 기능을 넣어 줄거면 폰이랑 다른 태블릿 기종에도 넣어주지~화질 배터리 용량 빼고는 만족합니다.,"레드미 패드se 11인치 구매한지 오래안됐는데 들고서 이북 볼려고하니 무거워서
8인치대 태블릿 찾다가 저렴하길래 구매해봤습니다.
기존에 아이뮤즈 패드 T8 이랑 갤럭시탭 A7라이트 사용했었는데 2제품 모두 램3기가라 전원 켜딜때랑 앱실행속도 느렸었는데 레드미 제품은 빠르네요~
개발자 옵션좀 만져주고 램확장 4기가로 설정 해주니 속터질만큼 느리진 않습니다.
블루라이트 기능도 있고 종이질감 모드도 있어서 책보기 편합니다.
트리 오브 세이비어: 네버랜드 모바일 게임 하는데 발열은 좀 있지만 렉도 없고 튕기거나 하지도 않고 게임도 잘돌아 갑니다.
핸드폰이나 다른 태블릿 기종에는 없는 배터리보호모드 (80% 충전) 설정에 있던데 이건좀 너무 하네요 기능을 넣어 줄거면 폰이랑 다른 태블릿 기종에도 넣어주지~
화질 배터리 용량 빼고는 만족합니다.",27.0,
14,5,2025.05.20,이*화,영상과 이북보려고 주문했습니다~휴대성과 누워서 봐도 안떨굴 무게에 만족하고 있습니다~요즘 핸드폰보다 이걸로 많이써요아빠도 저랑 취향같은데 이북보시라고 저렴할때 하나 더 사겠습니당,"영상과 이북보려고 주문했습니다~휴대성과 누워서 봐도 안떨굴 무게에 만족하고 있습니다~요즘 핸드폰보다 이걸로 많이써요
아빠도 저랑 취향같은데 이북보시라고 저렴할때 하나 더 사겠습니당",15.0,
15,5,2025.05.08,이*란,삼성폰만 사용하다보니 조금 불편하지만 다른 모든면은 만족합니다중국 직구사이트보다 싸고 배송도 하루만에 도착해서 아주 만족합니다,"삼성폰만 사용하다보니 조금 불편하지만 다른 모든면은 만족합니다
중국 직구사이트보다 싸고 배송도 하루만에 도착해서 아주 만족합니다",11.0,
16,5,2025.02.21,양*규,영상용으로 딱 좋습니다 가격 부담없고 이것저것 따지지말고 부담없이 침대 거치용으로 샀고 세팅다하고 잘쓰는중요,영상용으로 딱 좋습니다 가격 부담없고 이것저것 따지지말고 부담없이 침대 거치용으로 샀고 세팅다하고 잘쓰는중요,14.0,https://thumbnail9.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202502/21/5842370381347564756/39d272cf-8554-4d2c-9461-3ef7370162d0.jpg
17,4,2025.01.29,mameko,e북 보려산건데 사이즈도 책보기 좋은 사이즈인거같아요,e북 보려산건데 사이즈도 책보기 좋은 사이즈인거같아요,3.0,
18,2,2025.05.17,정*아,기계는 가성비 좋아요,"처음 박스 상태를 보고 당황스러웠어요;;
취급주의 스티커를 붙이 이유가 있었나 싶을 정도였어요
그래도 기계인데..음 포장에 신경을 좀 쓰셔야겠어요
기계는 좋았어요~",,"https://thumbnail10.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202505/17/8971568428903770043/537b9475-2ef5-473c-ad5c-c6fcfe436cf9.jpg,https://thumbnail6.coupangcdn.com/thumbnails/local/320/image2/PRODUCTREVIEW/202505/17/8971568428903770043/f1a3beec-745c-4dcf-9b42-00281c32956a.jpg"
19,1,2025.05.31,김*근,느리고 터치가잘않되요,,,
20,3,2024.12.09,박*길,어플 사용중 자꾸 바탕화면으로 팅겨져나가요. 모든어플다,,,
21,5,2025.06.14,이*규,가성비 갑 강추,,,
22,5,2025.07.03,송*석,,,,
23,5,2025.07.02,박*욱,,,,
24,5,2025.07.01,김*연,,,,
25,5,2025.06.28,로커,,,,
26,5,2025.06.20,안*준,,,,
27,5,2025.06.17,주*화,,,,
28,5,2025.06.04,신*한,,,,
29,5,2025.05.30,정*우,,,,
30,4,2025.05.29,순돼지,,,,
31,5,2025.05.26,최*,,,,
32,5,2025.05.24,김*택,,,,
33,5,2025.05.19,임*수,,,,
34,4,2025.05.17,정*구,,,,
35,5,2025.05.16,정*련,,,,
36,5,2025.05.16,geddong,,,,
37,5,2025.05.16,황*영,,,,
38,5,2025.05.14,홍*일,,,,
39,4,2025.05.13,김*현,,,,
40,4,2025.05.13,송*경,,,,
41,5,2025.05.12,신*기,,,,
42,4,2025.05.11,이*혁,,,,
43,5,2025.05.09,김*미,,,,
44,4,2025.05.08,JIN *******,,,,
45,5,2025.05.07,문*희,,,,
46,5,2025.05.07,이*정,,,,
47,5,2025.05.05,윤*준,,,,
48,4,2025.05.01,오*문,,,,
49,5,2025.04.28,김*미,,,,
50,5,2025.04.27,최*웅,,,,
51,5,2025.04.25,고*덕,,,,
52,5,2025.04.24,최*현,,,,
53,5,2025.04.23,김*람,,,,
54,5,2025.04.19,조*솔,,,,
55,5,2025.04.05,김*성,,,,
56,5,2025.03.24,김*연,,,,
57,5,2025.03.24,조*훈,,,,
58,4,2025.03.22,춘섭83,,,,
59,5,2025.03.18,우*호,,,,
60,5,2025.03.18,Ira*** ****,,,,
61,5,2025.03.18,Ira*** ****,,,,
62,5,2025.03.17,서*호,,,,
63,4,2025.03.11,이*민,,,,
64,5,2025.03.11,이*민,,,,
65,5,2025.03.08,정*성,,,,
66,5,2025.03.06,sys31k,,,,
67,5,2025.03.06,유*헌,,,,
68,5,2025.03.05,장*기,,,,
69,5,2025.03.01,신*범,,,,
70,5,2025.02.28,박*호,,,,
71,5,2025.02.27,배*수,,,,
72,5,2025.02.24,KVR,,,,
73,5,2025.02.20,윤*균,,,,
74,5,2025.02.19,김*승,,,,
75,5,2025.02.16,정*구,,,,
76,5,2025.02.14,권*찬,,,,
77,4,2025.02.09,김*희,,,,
78,5,2025.01.31,백*환,,,,
79,5,2025.01.25,꿈없그놀,,,,
80,5,2025.01.21,강*석,,,,
81,5,2025.01.20,문*룡,,,,
